"match_id","ldir_idx","raman_idx","match_distance","match_score","ldir_particle_id","ldir_x_um","ldir_y_um","ldir_area_um2","ldir_major_um","ldir_minor_um","ldir_feret_min_um","ldir_feret_max_um","ldir_material","ldir_quality","ldir_source_file","ldir_diameter_um","ldir_aspect_ratio","ldir_coord_match_cost","ldir_coord_source","ldir_x_norm","ldir_y_norm","ldir_x_aligned","ldir_y_aligned","ldir_align_method","raman_particle_id","raman_x_um","raman_y_um","raman_area_um2","raman_major_um","raman_minor_um","raman_feret_min_um","raman_feret_max_um","raman_material","raman_quality","raman_source_file","raman_x_norm","raman_y_norm","n_ref_candidates","next_best_distance","ambiguity_score","ambiguity_flag"
11,11,131,13.5957510245038,13.6429976373573,"A11",154.05,3334.318,27050,269,177,177,269,"Cellulosic",0.777987093272813,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",185.583214987472,1.52002962514685,0.100203085799629,"circle_calibrated",3271.41730693069,-734.056095049505,3786.37791642664,-1551.31958784148,"landmark_ransac","10",9153.1419897628,784.42844338613,30271.969,274.763,170.819,170.819,276.242,"Polyethylene terephtalate (PET)",90.65,"Comparstic Raman F2Ba Au IAEA 240930.csv",3796.06103670683,-1541.77591833967,1,234.00112470357,0.0581012208455268,FALSE
12,12,114,3.66723396817647,4.0218671689989,"A12",813.202,-4177.81,24787.5,297,147,147,297,"Polyethylene terephthalate",0.85274100878399,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",177.652540694252,2.02253527198147,1.31015547080538,"circle_calibrated",-4240.71069306931,-1393.20809504951,-3152.0931434386,-2104.03204749344,"landmark_ransac","554",2206.92422970288,225.286617080479,13331.267,175.542,110.84,109.476,181.979,"Polyethylene terephtalate (PET)",91.03,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3150.15672335309,-2100.91774464532,1,162.910848776029,0.0225106798947332,FALSE
13,13,21,7.31859393204255,7.43169572539036,"A13",-3966.872,-3.32800000000052,23425,263,130,130,263,"Polyethylene terephthalate",0.781167895347737,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",172.701002705315,0.495667293872211,0.117721855188525,"circle_calibrated",-66.2286930693074,3386.8659049505,736.320556422658,2276.96860370901,"landmark_ransac","514",6091.06549950168,4596.23719766695,29412.328,294.63,158.382,158.382,297.294,"Polyethylene terephtalate (PET)",93.92,"Comparstic Raman F2Ba Au IAEA 240930.csv",733.984546445708,2270.03283594115,1,201.236329455565,0.0363681545565985,FALSE
14,14,117,59.8361883592212,60.0826505104205,"A14",1978.99,-3868.202,21112.5,437,191,191,437,"Polyethylene terephthalate",0.906822932618016,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",163.955084972138,0.437253457896217,0.471714059538831,"circle_calibrated",-3931.10269306931,-2558.99609504951,-2874.96953660188,-3182.33218833554,"landmark_ransac","561",2472.1434532688,-797.127749090326,32605.538,573.006,160.833,160.833,571.113,"Polyethylene terephtalate (PET)",90.96,"Comparstic Raman F2Ba Au IAEA 240930.csv",-2884.93749978717,-3123.33211081613,0,307.881485458192,0.194348121551292,FALSE
15,15,165,3.81843649823859,3.96125823221531,"A15",-3745.69,-2614.82,18800,220,120,120,220,"Polyethylene terephthalate",0.87095202394214,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",154.715556557901,1.83333333333333,0.542816037179382,"circle_calibrated",-2677.72069306931,3165.6839049505,-1675.68817075679,2092.1756001677,"landmark_ransac","714",3679.98164890236,4414.83184128853,16199.536,172.347,122.889,122.889,171.532,"Polyethylene terephtalate (PET)",88.89,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1677.09930415361,2088.62747956273,1,140.894339059195,0.0271014188627857,FALSE
16,16,387,554.19751525148,555.743329136973,"A16",-5566.782,475.332,18375,831,79,79,831,"Polyvinyl chloride",0.692078609187708,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",152.956780282891,0.0946254456384251,0.500879156860194,"circle_calibrated",412.431306930694,4986.7759049505,1189.97439612143,3750.11492703855,"landmark_ransac","472",5994.04807789423,6040.01717010916,1847.477,63.336,39.744,39.744,63.429,"Polyacrylamide/acrylate",51.12,"Comparstic Raman F2Ba Au IAEA 240930.csv",636.967124838257,3713.81280838336,0,245.755847292621,2.25507356735076,TRUE
17,17,254,149.15183036632,149.45166246308,"A17",-3305.588,4718.168,16550,447,135,135,447,"Polyethylene terephthalate",0.884980070766979,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",145.162372760185,0.302042575961249,0.114581946798668,"circle_calibrated",4655.26730693069,2725.5819049505,5089.29224889396,1631.62014505776,"landmark_ransac","239",10364.4245908972,4082.44671045591,35471.83,426.172,250.3,242.64,481.892,"Polyethylene terephtalate (PET)",81.1,"Comparstic Raman F2Ba Au IAEA 240930.csv",5007.34363784123,1756.24234873011,0,275.104294358483,0.542164675088508,FALSE
18,18,403,128.936015497149,129.176492745623,"A18",-4342.026,1624.662,14337.5,646,66,66,646,"Cellulosic",0.867312864284858,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",135.111331769916,0.102597408274143,0.19184556655118,"circle_calibrated",1561.76130693069,3762.01990495049,2241.71226585781,2611.16466281821,"landmark_ransac","170",7653.67746172342,4820.69762280608,28243.567,684.286,88.538,88.538,681.487,"Polyacrylamide/acrylate",44.6,"Comparstic Raman F2Ba Au IAEA 240930.csv",2296.59650866745,2494.49326108028,0,263.410366992443,0.48948724748122,FALSE
19,19,193,61.0477987636518,61.1457771659439,"A19",-3266.146,456.82,13425,371,65,65,371,"Rubber",0.757959687261123,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",130.74112164147,5.75074564753788,0.0730848015902548,"circle_calibrated",393.919306930693,2686.1399049505,1155.83716979206,1626.79827198052,"landmark_ransac","393",6567.54159378678,3980.26268059717,17641.663,383.809,72.727,72.727,381.657,"Polyamide (PA)",87.1,"Comparstic Raman F2Ba Au IAEA 240930.csv",1210.46064073081,1654.05831887137,0,218.317497746416,0.279628519902518,FALSE
20,20,24,15.1506813342551,15.2266378248759,"A20",2257.372,-5173.454,12862.5,152,110,110,152,"Polyethylene terephthalate",0.910899743593897,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",127.97282385005,0.723684219607356,0.275003269839455,"circle_calibrated",-5236.35469306931,-2837.3780950495,-4081.76151033644,-3429.60102492911,"landmark_ransac","28",1290.13829889167,-1106.5501765839,11240.414,162.591,102.783,101.116,164.04,"Cellulose Acetate Butyrate (CAB)",93.58,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4066.9426541643,-3432.7545383097,1,188.416199564739,0.0804107150513318,FALSE
21,21,11,31.3709181522607,32.9767451810342,"A21",-4921.878,2216.136,10525,497,95,95,497,"Polyethylene terephthalate",0.911626678055639,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",115.762024033521,5.20911818823921,0.856542538545165,"circle_calibrated",2153.23530693069,4341.87190495049,2791.93175028093,3141.97605165087,"landmark_ransac","790",8141.63490767804,5498.67143889127,816.139,33.286,31.662,31.131,39.611,"Cellulose Acetate Butyrate (CAB)",95.03,"Comparstic Raman F2Ba Au IAEA 240930.csv",2784.55395462207,3172.46707716547,1,91.034631855654,0.344604218337511,FALSE
22,22,265,7.31423955855505,7.41535713702327,"A22",1464.814,1317.992,9250,143,106,106,143,"Polyethylene terephthalate",0.855234937742436,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",108.524033231355,1.35475579425798,0.144393681662024,"circle_calibrated",1255.09130693069,-2044.8200950495,1915.62350518299,-2746.19207557775,"landmark_ransac","338",7269.05218079448,-413.650603328339,11281.279,149.996,111.704,111.704,163.995,"Polyethylene terephtalate (PET)",80.21,"Comparstic Raman F2Ba Au IAEA 240930.csv",1911.97122773851,-2739.85496505414,1,191.863770300988,0.0381220464242976,FALSE
23,23,465,120.102426319025,120.323212177851,"A23",-2841.956,-5675.358,9212.5,263,86,86,263,"Cellulosic",0.917786851676572,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",108.303828675965,3.04473685574197,0.187061909227059,"circle_calibrated",-5738.25869306931,2261.9499049505,-4507.21854209958,1280.7249987771,"landmark_ransac","658",962.345708726855,3649.02568493151,17029.352,279.471,109.12,109.12,281.338,"Polyamide (PA)",28.38,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4394.73524432912,1322.82132320571,0,85.7321664911508,1.40090273271493,TRUE
24,24,255,10.5789644952891,10.6720292500337,"A24",-2480.972,3535.402,9050,145,100,100,145,"Polyamide (naturally occurring)",0.781205877791979,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",107.344389140063,0.689655172413793,0.270220143205093,"circle_calibrated",3472.50130693069,1900.9659049505,3991.50473223892,879.277410831677,"landmark_ransac","181",9358.65818464722,3208.71584840539,9978.883,119.974,110.443,106.569,127.464,"Polyethylene terephtalate (PET)",80.93,"Comparstic Raman F2Ba Au IAEA 240930.csv",4001.57723159125,882.511486679586,1,76.5756245341637,0.138150548032023,FALSE
25,25,519,187.093264171928,187.231338634692,"A25",-4213.456,-1882.582,8875,417,53,53,417,"Cellulosic",0.928891530055395,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",106.30146264057,0.127386197322976,0.218028958698519,"circle_calibrated",-1945.48269306931,3633.4499049505,-996.376257413936,2518.48996987969,"landmark_ransac","263",4322.93734239551,5027.93602044092,12484.973,441.838,69.273,69.273,440.951,"Polyphenylene sulphide (PPS)",19.34,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1034.14361066046,2701.73165871512,0,180.464864695548,1.03672958438509,TRUE
26,26,79,37.1109599607669,37.232573539484,"A26",-2540.018,5456.308,8087.5,175,72,72,175,"Polyethylene terephthalate",0.921203429248864,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",101.475735119513,0.412422379390774,0.237207952143502,"circle_calibrated",5393.40730693069,1960.0119049505,5764.91088549288,919.539428397321,"landmark_ransac","141",11124.4900714195,3282.7705666738,11156.872,170.706,90.985,90.45,176.338,"Polyethylene terephtalate (PET)",91.82,"Comparstic Raman F2Ba Au IAEA 240930.csv",5767.40911836353,956.566204947997,1,260.639182418162,0.142384424384923,FALSE
27,27,621,53.6008307009708,53.8596472318223,"A27",-1293.5,5130.606,7062.5,375,54,54,375,"Cellulosic",0.910976576782371,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",94.8274975136014,0.144067807594663,0.0805804654207147,"circle_calibrated",5067.70530693069,713.493904950495,5455.05420121898,-228.56480637905,"landmark_ransac","203",10788.0864675025,2145.54268380779,14861.713,394.132,71.39,71.39,394.384,"Polycarbonate (PC)",11.17,"Comparstic Raman F2Ba Au IAEA 240930.csv",5431.00551444653,-180.661677918014,0,194.403538664588,0.275719418839646,FALSE
28,28,544,5.2713789600945,5.3711475213512,"A28",5167.162,-1987.596,6925,107,89,89,107,"Polyethylene terephthalate",0.866495534103227,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",93.8998607415954,0.830845715471495,0.0398501652581897,"circle_calibrated",-2050.49669306931,-5747.16809504951,-1162.82611060242,-6138.90688348329,"landmark_ransac","343",4193.19806852993,-3807.53815683861,5925.209,114.322,72.226,70.408,117.839,"Polyether sulphone (PES)",16.93,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1163.88288452604,-6133.74251856441,1,151.666387534336,0.0347564087586717,FALSE
29,29,243,19.9603339941863,20.1937388244211,"A29",-2692.17,2554.604,6787.5,291,80,80,291,"Cellulosic",0.844400536822395,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",92.9629679490168,3.62500035579862,0.034066508849147,"circle_calibrated",2491.70330693069,2112.1639049505,3087.80759187385,1081.47919884243,"landmark_ransac","770",8434.40937525082,3390.69527236729,12349.526,329.486,108.098,108.098,329.899,"Polyamide (PA)",81.93,"Comparstic Raman F2Ba Au IAEA 240930.csv",3077.32842219485,1064.49091064149,1,147.018853197531,0.135767172441266,FALSE
30,30,304,3.58723824991086,3.76186817976737,"A30",-1384.76,-1887.288,6725,140,71,71,140,"Polyethylene terephthalate",0.892760518130499,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",92.5339718068125,1.98611115707511,0.0825945706315636,"circle_calibrated",-1950.18869306931,804.753904950495,-1021.68440493544,-92.3207726870736,"landmark_ransac","201",4332.69649131461,2236.245361997,9582.43,120.396,107.152,102.984,128.642,"Polyethylene terephtalate (PET)",71.58,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1024.38446174136,-89.9589997288035,1,162.542312686922,0.0220695657063792,FALSE
31,31,109,9.98122002147496,10.0769004854735,"A31",-2806.18,5048.108,6600,113,74,74,113,"Cellulosic",0.927399984619523,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",91.6699568847508,1.52380948711022,0.362020667405384,"circle_calibrated",4985.20730693069,2226.17390495049,5390.12080254394,1168.22844713634,"landmark_ransac","763",10754.7905476609,3500.91624839469,7920.161,115.464,88.396,88.396,123.443,"Polyethylene terephtalate (PET)",91.06,"Comparstic Raman F2Ba Au IAEA 240930.csv",5397.70959460493,1174.71188666889,1,175.882237068283,0.0567494488803887,FALSE
32,32,76,13.8673930998901,13.9329838731017,"A32",-1927.094,5573.932,6450,111,81,81,111,"Polyethylene terephthalate",0.881695252838208,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",90.6222658265715,1.37755096363061,0.324015935919744,"circle_calibrated",5511.03130693069,1347.0879049505,5868.93352088757,352.947656570694,"landmark_ransac","601",11220.9334254434,2692.05502327697,6964.786,123.198,79.845,79.845,123.235,"Polyethylene terephtalate (PET)",91.94,"Comparstic Raman F2Ba Au IAEA 240930.csv",5863.85247238743,365.850661551166,1,299.28177454359,0.046335574964557,FALSE
33,33,512,36.6170691301197,37.6570269226655,"A33",-4674.67,-1610.622,6375,416,57,57,416,"Cellulosic",0.833985981033295,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",90.0938516086789,7.29736184865589,0.592389832097992,"circle_calibrated",-1673.52269306931,4094.6639049505,-741.942860695366,2942.16823915543,"landmark_ransac","82",4621.45248580305,5232.30408015839,521.519,194.067,11.071,11.071,192.887,"Polyphenylene sulphide (PPS)",20.01,"Comparstic Raman F2Ba Au IAEA 240930.csv",-735.628467252923,2906.09971843259,1,138.452782353419,0.26447333529672,FALSE
34,34,412,960.006008013877,961.186338934343,"A34",1053.182,-6377.462,4662.5,97,65,65,97,"Polyethylene terephthalate",0.893210651413161,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",77.0485520780741,1.48148141136173,0.046927548326225,"circle_calibrated",-6440.36269306931,-1633.18809504951,-5184.11880836789,-2309.22764202476,"landmark_ransac","592",802.754920520519,-707.573206068065,315.218,28.882,22.181,22.181,29.277,"Polyacrylamide/acrylate",40.65,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4554.32603253545,-3033.77756779387,0,441.585108294584,2.1739999605545,TRUE
35,35,80,5.63429617365206,5.79703783571712,"A35",-3266.276,-1829.828,4650,97,62,62,97,"Polyamide (naturally occurring)",0.933982588596863,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",76.9452005197108,0.638095174277552,0.0576958570157382,"circle_calibrated",-1892.72869306931,2686.2699049505,-954.704999184984,1643.86550679935,"landmark_ransac","402",4406.17714199954,3965.91099101027,6816.157,104.475,86.384,86.384,105.541,"Polyethylene terephtalate (PET)",91.82,"Comparstic Raman F2Ba Au IAEA 240930.csv",-950.903811056432,1639.70662928447,1,182.717616382951,0.0308360862252238,FALSE
36,36,22,9.40738606430669,9.5360901728983,"A36",4039.542,-4683.874,4600,94,66,66,94,"Polyethylene terephthalate",0.906023235391562,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",76.5303985732581,1.43749992724326,0.420497605609093,"circle_calibrated",-4746.77469306931,-4619.54809504951,-3643.09459170733,-5078.14670725932,"landmark_ransac","567",1706.91136449526,-2758.14261424443,3354.526,94.069,53.152,53.027,98.64,"Cellulose Acetate Butyrate (CAB)",93.81,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3650.16958856071,-5084.34697597023,1,231.122136129075,0.0407030941382998,FALSE
37,37,326,150.294206402599,151.510359943504,"A37",-1985.542,4530.292,4575,164,62,62,164,"Carbonate",0.796739607038821,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",76.3221522047392,2.63671880999908,0.0407876482649021,"circle_calibrated",4467.39130693069,1405.5359049505,4906.10203038975,414.629143859042,"landmark_ransac","456",10319.0732518026,2880.34919065711,538.326,28.129,25.259,25.259,29.339,"Polyamide (PA)",66.75,"Comparstic Raman F2Ba Au IAEA 240930.csv",4961.99229874663,554.144828931306,0,145.417993497088,1.03353239023758,TRUE
38,38,248,32.8637387907975,33.0322526822076,"A38",-2466.126,3225.222,4550,110,57,57,110,"Polyethylene terephthalate",0.918361068411598,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",76.1133360755196,0.516129006996268,0.325569828249742,"circle_calibrated",3162.32130693069,1886.1199049505,3705.10303523516,867.873632740279,"landmark_ransac","185",9089.99455558044,3176.56806373074,5918.782,138.258,56.566,56.566,138.247,"Polyamide (PA)",81.69,"Comparstic Raman F2Ba Au IAEA 240930.csv",3732.91360252447,850.363702004936,2,49.6519044407265,0.661882744699745,FALSE
39,39,592,88.6234110776624,89.5785591741283,"A39",2282.41,3974.152,4537.5,192,45,45,192,"Polyamide (naturally occurring)",0.878685457165586,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",76.0087128836938,4.28308803841678,0.0209442402948286,"circle_calibrated",3911.25130693069,-2862.4160950495,4361.16136042021,-3520.50723982785,"landmark_ransac","60",9725.4873704884,-1105.97610900043,827.674,51.811,23.145,23.145,51.092,"Polyphenylene sulphide (PPS)",13.18,"Comparstic Raman F2Ba Au IAEA 240930.csv",4368.40641743243,-3432.18047072623,0,87.4690267257181,1.01319763572498,TRUE
40,40,273,15.2392480158795,15.3422438081701,"A40",4025.762,-2698.956,4150,104,59,59,104,"Polyamide (naturally occurring)",0.939859813213134,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",72.6907429501923,0.566037701226032,0.0414145395182857,"circle_calibrated",-2761.85669306931,-4605.76809504951,-1810.94176956246,-5080.13897307668,"landmark_ransac","565",3531.87221236555,-2759.29074941139,5365.297,111.024,68.403,68.403,110.439,"Polyamide (PA)",78.5,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1825.20874069042,-5085.49511113719,1,223.842628532907,0.0680801870303231,FALSE
41,41,6,13.9950750305393,14.1796699777549,"A41",-2957.396,-1400.516,4000,135,49,49,135,"Polyethylene terephthalate",0.892249441085367,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",71.3649646461108,0.360902294401041,0.0727339748989135,"circle_calibrated",-1463.41669306931,2377.3899049505,-560.745444534146,1355.59192069162,"landmark_ransac","630",4810.32072076666,3682.32160477312,6329.736,147.861,65.828,65.828,148.421,"Polyethylene terephtalate (PET)",95.76,"Comparstic Raman F2Ba Au IAEA 240930.csv",-546.760232289313,1356.11724304732,1,332.515340734561,0.0420885093590652,FALSE
42,42,87,25.3181397805921,25.4300189366949,"A42",-6040.918,-1542.814,3912.5,105,47,47,105,"Cellulosic",0.910002468582759,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",70.580094352277,2.23809512204187,0.161135907732921,"circle_calibrated",-1605.71469306931,5460.91190495049,-669.231253737945,4202.69289127978,"landmark_ransac","216",4703.54415024012,6509.03038580908,4894.859,113.922,63.7,63.7,114.022,"Cellulose Acetate Butyrate (CAB)",91.59,"Comparstic Raman F2Ba Au IAEA 240930.csv",-653.536802815853,4182.82602408328,1,349.313703243679,0.0724796638250699,FALSE
43,43,137,7.82366298824163,8.01270780944879,"A43",1934.114,-1254.942,3875,103,50,50,103,"Polyamide (naturally occurring)",0.93290560793875,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",70.2410366940064,0.487684770546574,0.233460442658453,"circle_calibrated",-1317.84269306931,-2514.1200950495,-462.635643947602,-3160.28018395253,"landmark_ransac","664",4888.3939121194,-839.034682684075,5769.495,118.892,73.901,73.284,120.763,"Polyethylene terephtalate (PET)",90.36,"Comparstic Raman F2Ba Au IAEA 240930.csv",-468.687040936573,-3165.23904440988,1,437.185423646711,0.0178955257084782,FALSE
44,44,217,21.7181081540668,21.8120139044117,"A44",515.71,-318.292,3875,106,59,59,106,"Polypropylene",0.978589994635303,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",70.2410366940064,1.81081079979626,0.212062854955057,"circle_calibrated",-381.192693069307,-1095.7160950495,412.391149645328,-1858.05562528157,"landmark_ransac","327",5762.69884175339,488.783637895976,4953.026,112.58,60.62,60.395,112.184,"Polyamide (PA)",85.32,"Comparstic Raman F2Ba Au IAEA 240930.csv",405.617888697418,-1837.42072382983,1,197.307687142059,0.110072285923812,FALSE
