"match_id","ldir_idx","ftir_idx","match_distance","match_score","ldir_particle_id","ldir_x_um","ldir_y_um","ldir_area_um2","ldir_major_um","ldir_minor_um","ldir_feret_min_um","ldir_feret_max_um","ldir_material","ldir_quality","ldir_source_file","ldir_diameter_um","ldir_aspect_ratio","ldir_coord_match_cost","ldir_coord_source","ldir_x_norm","ldir_y_norm","ldir_x_aligned","ldir_y_aligned","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","n_ref_candidates","next_best_distance","ambiguity_score","ambiguity_flag"
22,330,268,53.9353929497698,54.569914666651,"A330",8831.17083333333,10064.5458333333,525,40,20,20,40,"Polyamide (naturally occurring)",0.951726692770488,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,2,0.869156398164726,"image",2967.93402915838,3615.64922962227,-1234.89736646677,4348.17063991222,"MP_-1",8400,400,2500,60.4,52.7,50,60.4,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",-1241.47812852096,4294.6382181154,-1241.47812852096,4294.6382181154,0,580.575174692803,0.092899929760704,FALSE
23,345,275,85.1874735963061,85.7955934944234,"A345",6162.27083333333,7763.97916666667,500,30,20,20,30,"Polyamide (naturally occurring)",0.774855761290187,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,0.666666666666667,0.462471033651332,"image",299.034029158383,1315.0825629556,-1692.51713456873,851.745579698195,"MP_-1",8675,3900,1875,60.4,39.6,50,60.4,"Protein",0.735,"Comparstic Spotlight F2Ba Au 240926.csv",-1775.40973631754,832.105767249125,-1775.40973631754,832.105767249125,0,409.250407800684,0.208154889946486,FALSE
24,370,300,81.421926791836,82.5519335451509,"A370",2545.5625,5605.70833333333,462.5,25,20,20,25,"Polyamide (naturally occurring)",0.927519031223428,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,1.25,0.278068310653553,"image",-3317.67430417495,-843.188270377734,-2952.3175505593,-3170.49661998036,"MP_18",9500,7925,5000,95.7,66.5,75,95.7,"PET",0.816,"Comparstic Spotlight F2Ba Au 240926.csv",-2895.70741726085,-3111.97463291202,-2895.70741726085,-3111.97463291202,0,151.82782927432,0.536278014254713,FALSE
25,376,36,7.49866393875445,8.61465620636149,"A376",11297.8666666667,3934.17916666666,462.5,25,25,25,25,"Polyamide (naturally occurring)",0.934598424284252,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,1,0.884633681708904,"image",5434.62986249172,-2514.7174370444,4693.628739638,1418.22594848296,"MP_-1",2250,2825,4375,95.7,58.2,75,95.7,"Protein",0.858,"Comparstic Spotlight F2Ba Au 240926.csv",4698.29000847661,1424.09983422245,4698.29000847661,1424.09983422245,1,179.420247969655,0.0417938556189193,FALSE
26,400,327,48.2607174248914,50.5075182404537,"A400",3513.7375,7718.20833333333,425,25,20,20,25,"Polyethylene terephthalate",0.9338797427024,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.8,0.902425373424706,"image",-2349.49930417495,1269.31172962227,-3638.45062774858,-948.469575479926,"MP_20",10425,5775,43750,369.1,150.9,175,369.1,"PET",0.903,"Comparstic Spotlight F2Ba Au 240926.csv",-3656.33047899754,-903.643157312951,-3656.33047899754,-903.643157312951,1,186.938903251123,0.258163049988909,FALSE
27,407,228,72.9847944872265,73.1743999306939,"A407",4994.87083333333,4870.2875,425,25,20,20,25,"Carbonate",0.783919203644601,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.8,0.593548419453752,"image",-868.365970841617,-1578.60910371107,-634.151058679348,-2086.08605133869,"MP_-1",7375,6775,625,31.8,25,25,31.8,"Cellulose",0.673,"Comparstic Spotlight F2Ba Au 240926.csv",-695.522824559151,-2125.58651436303,-695.522824559151,-2125.58651436303,0,374.629192478146,0.194818759329558,FALSE
28,440,226,71.2825205421063,72.0286707011329,"A440",2798.95416666667,2485.275,400,25,20,20,25,"Polyamide (naturally occurring)",0.936523419568051,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.609721278699353,"image",-3064.28263750828,-3963.62160371107,-682.50053413155,-5330.14005825881,"MP_-1",7175,10025,1875,60.4,39.6,30,60.4,"Protein",0.721,"Comparstic Spotlight F2Ba Au 240926.csv",-738.173376290937,-5374.65671110616,-738.173376290937,-5374.65671110616,0,674.455736614997,0.105688952843464,FALSE
29,467,342,29.4411863670234,30.2832675419569,"A467",3217.5,8092.5,375,25,20,20,25,"Polyamide (naturally occurring)",0.956460040270024,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.8509686118416,1.25,0.627550784010781,"image",-2645.73680417495,1643.60339628893,-4109.09634148129,-866.68948340066,"MP_-1",10900,5750,2500,60.4,52.7,50,60.4,"Protein",0.834,"Comparstic Spotlight F2Ba Au 240926.csv",-4127.1618494758,-843.442529286235,-4127.1618494758,-843.442529286235,1,235.982985410641,0.12475978433696,FALSE
30,474,197,87.2409236449535,88.4826300736155,"A474",7360.00416666667,5964.99583333333,362.5,25,20,20,25,"Polyamide (naturally occurring)",0.780131420852028,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.4836992849578,0.8,0.617000573115628,"image",1496.76736249172,-483.900770377733,400.858492258044,307.920152897243,"MP_-1",6475,4175,5000,104.1,61.2,95,104.1,"Cellulose",0.712,"Comparstic Spotlight F2Ba Au 240926.csv",393.443635294842,394.845400407043,393.443635294842,394.845400407043,0,236.225511163729,0.369312032452272,FALSE
31,496,252,35.7933481617526,38.2665796475609,"A496",7828.65416666667,8510.50416666667,337.5,20,20,20,20,"Polyamide (naturally occurring)",0.923730781957814,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",20.7296489682801,1,1.05527880805511,"image",1965.41736249172,2061.6075629556,-946.775151610419,2519.99088527134,"MP_-1",8000,2175,35625,543.7,83.4,130,543.7,"Cellulose",0.878,"Comparstic Spotlight F2Ba Au 240926.csv",-975.416452361474,2498.52370884043,-975.416452361474,2498.52370884043,1,563.165422087149,0.0635574322533845,FALSE
