"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file","x_norm","y_norm","x_aligned","y_aligned"
"MP_-1",2500,4775,3125,80.9,49.2,62.5,80.9,"Protein",0.746,"Comparstic Spotlight F2Ba Au 240926.csv",-3610.34722222222,-1297.56944444444,3077.22907330256,2232.52885632379
"MP_-1",2550,5175,1250,50,31.8,50,50,"Cellulose",0.687,"Comparstic Spotlight F2Ba Au 240926.csv",-3560.34722222222,-897.569444444444,2717.43613790191,2420.64603852029
"MP_-1",2600,4750,1875,60.4,39.6,50,60.4,"Protein",0.696,"Comparstic Spotlight F2Ba Au 240926.csv",-3510.34722222222,-1322.56944444444,3040.54680198809,2135.40858250066
"MP_-1",2600,2050,3750,100,47.7,50,100,"Cellulose",0.845,"Comparstic Spotlight F2Ba Au 240926.csv",-3510.34722222222,-4022.56944444444,5275.50403667227,586.247948338808
"MP_-1",2650,2950,625,31.8,25,25,31.8,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",-3460.34722222222,-3122.56944444444,4501.83013188565,1061.24672945416
"MP_-1",2675,5600,1875,60.4,39.6,30,60.4,"Protein",0.838,"Comparstic Spotlight F2Ba Au 240926.csv",-3435.34722222222,-472.569444444444,2293.91691419413,2561.02515525483
"MP_-1",2675,8050,1875,60.4,39.6,30,60.4,"Protein",0.73,"Comparstic Spotlight F2Ba Au 240926.csv",-3435.34722222222,1977.43055555556,265.900164202925,3966.74498995725
"MP_4",3075,1275,140625,743.7,240.7,352.5,743.7,"PET",0.911,"Comparstic Spotlight F2Ba Au 240926.csv",-3035.34722222222,-4797.56944444444,5644.48202024758,-251.605450902089
"MP_-1",2750,6500,2500,80.9,39.3,50,80.9,"Protein",0.835,"Comparstic Spotlight F2Ba Au 240926.csv",-3360.34722222222,427.430555555556,1505.89892946157,3015.32988790088
"MP_-1",2775,7850,1875,60.4,39.6,30,60.4,"Protein",0.712,"Comparstic Spotlight F2Ba Au 240926.csv",-3335.34722222222,1777.43055555556,374.076232173537,3769.21615651251
"MP_-1",2800,5050,1875,60.4,39.6,30,60.4,"Protein",0.759,"Comparstic Spotlight F2Ba Au 240926.csv",-3310.34722222222,-1022.56944444444,2677.46558078897,2141.98515409759
"MP_5",2925,5850,19375,255.4,96.6,150,255.4,"PET",0.802,"Comparstic Spotlight F2Ba Au 240926.csv",-3185.34722222222,-222.569444444444,1943.53563004172,2497.52547002128
"MP_-1",2900,2850,5000,95.7,66.5,75,95.7,"Cellulose",0.819,"Comparstic Spotlight F2Ba Au 240926.csv",-3210.34722222222,-3222.56944444444,4441.16552630341,796.92992497741
"MP_-1",2875,9075,3125,80.9,49.2,55,80.9,"Protein",0.779,"Comparstic Spotlight F2Ba Au 240926.csv",-3235.34722222222,3002.43055555556,-697.308462605836,4389.29987998653
"MP_-1",2925,3850,5625,104.1,68.8,97.5,104.1,"Cellulose",0.734,"Comparstic Spotlight F2Ba Au 240926.csv",-3185.34722222222,-2222.56944444444,3599.05950758555,1349.99907434583
"MP_-1",2950,6300,3750,80.9,59,75,80.9,"Cellulose",0.84,"Comparstic Spotlight F2Ba Au 240926.csv",-3160.34722222222,227.430555555556,1556.69867764841,2735.02486057896
"MP_-1",2975,3375,1875,60.4,39.6,30,60.4,"Protein",0.793,"Comparstic Spotlight F2Ba Au 240926.csv",-3135.34722222222,-2697.56944444444,3963.55826861033,1036.07345843432
"MP_-1",2975,4000,1875,60.4,39.6,30,60.4,"Protein",0.731,"Comparstic Spotlight F2Ba Au 240926.csv",-3135.34722222222,-2072.56944444444,3446.20705687788,1394.6754570829
"MP_-1",3025,6900,2500,80.9,39.3,55,80.9,"Protein",0.79,"Comparstic Spotlight F2Ba Au 240926.csv",-3085.34722222222,827.430555555556,1017.00927454743,3017.20063387369
"MP_-1",3100,8200,2500,60.4,52.7,50,60.4,"Protein",0.797,"Comparstic Spotlight F2Ba Au 240926.csv",-3010.34722222222,2127.43055555556,-102.113485693895,3701.01064565484
"MP_-1",3175,5750,1875,60.4,39.6,50,60.4,"Protein",0.789,"Comparstic Spotlight F2Ba Au 240926.csv",-2935.34722222222,-322.569444444444,1882.87102445948,2233.20866554453
"MP_-1",3150,8050,1875,60.4,39.6,30,60.4,"Protein",0.709,"Comparstic Spotlight F2Ba Au 240926.csv",-2960.34722222222,1977.43055555556,-6.63735476999287,3573.55806904058
"MP_-1",3200,10200,5000,95.7,66.5,75,95.7,"Protein",0.924,"Comparstic Spotlight F2Ba Au 240926.csv",-2910.34722222222,4127.43055555556,-1815.0136830215,4765.76084745309
"MP_-1",3200,3450,8125,150,69,112.5,150,"Cellulose",0.771,"Comparstic Spotlight F2Ba Au 240926.csv",-2910.34722222222,-2622.56944444444,3772.37940368895,892.859262048467
"MP_-1",3200,7750,1875,60.4,39.6,50,60.4,"Protein",0.773,"Comparstic Spotlight F2Ba Au 240926.csv",-2910.34722222222,1677.43055555556,213.003066969697,3360.04101275067
"MP_6",3350,10500,36250,266.7,173.1,230,266.7,"PET",0.859,"Comparstic Spotlight F2Ba Au 240926.csv",-2760.34722222222,4427.43055555556,-2149.40674432874,4813.72551598862
"MP_-1",3250,3475,1875,60.4,39.6,50,60.4,"Protein",0.698,"Comparstic Spotlight F2Ba Au 240926.csv",-2860.34722222222,-2597.56944444444,3722.99719532776,865.815245055815
"MP_-1",3250,10350,2500,60.4,52.7,50,60.4,"Protein",0.757,"Comparstic Spotlight F2Ba Au 240926.csv",-2860.34722222222,4277.43055555556,-1967.86613372918,4810.43723019015
"MP_-1",3300,3900,3125,80.9,49.2,50,80.9,"Cellulose",0.717,"Comparstic Spotlight F2Ba Au 240926.csv",-2810.34722222222,-2172.56944444444,3342.51021145781,1068.27650719825
"MP_-1",3250,4550,2500,60.4,52.7,50,60.4,"Protein",0.714,"Comparstic Spotlight F2Ba Au 240926.csv",-2860.34722222222,-1522.56944444444,2833.15311114795,1482.61068273137
"MP_-1",3275,6250,3125,80.9,49.2,50,80.9,"Protein",0.671,"Comparstic Spotlight F2Ba Au 240926.csv",-2835.34722222222,177.430555555556,1411.61373528975,2437.3140705862
"MP_-1",3325,9950,1875,60.4,39.6,50,60.4,"Protein",0.754,"Comparstic Spotlight F2Ba Au 240926.csv",-2785.34722222222,3877.43055555556,-1679.79359805824,4518.84980564717
"MP_-1",3300,10025,1250,50,31.8,30,50,"Protein",0.694,"Comparstic Spotlight F2Ba Au 240926.csv",-2810.34722222222,3952.43055555556,-1727.53166352019,4582.5760939543
"MP_-1",3350,11900,2500,60.4,52.7,50,60.4,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",-2760.34722222222,5827.43055555556,-3308.27345860942,5616.99399296143
"MP_-1",3600,7700,2500,60.4,52.7,50,60.4,"Protein",0.791,"Comparstic Spotlight F2Ba Au 240926.csv",-2510.34722222222,1627.43055555556,24.8858847732039,3000.24807735002
"MP_-1",3600,7875,2500,80.9,39.3,50,80.9,"Protein",0.763,"Comparstic Spotlight F2Ba Au 240926.csv",-2510.34722222222,1802.43055555556,-119.972454511882,3100.65663697162
"MP_-1",3650,8950,3125,80.9,49.2,50,80.9,"Protein",0.837,"Comparstic Spotlight F2Ba Au 240926.csv",-2460.34722222222,2877.43055555556,-1038.50469858358,3676.06397770858
"MP_-1",3700,2150,3125,80.9,49.2,50,80.9,"Protein",0.832,"Comparstic Spotlight F2Ba Au 240926.csv",-2410.34722222222,-3922.56944444444,4561.58832517358,-266.913864526531
"MP_-1",3700,3150,2500,80.9,39.3,55,80.9,"Cellulose",0.672,"Comparstic Spotlight F2Ba Au 240926.csv",-2410.34722222222,-2922.56944444444,3733.82638640166,306.849333311192
"MP_-1",3700,8850,2500,60.4,52.7,50,60.4,"Protein",0.784,"Comparstic Spotlight F2Ba Au 240926.csv",-2410.34722222222,2777.43055555556,-984.416664598275,3577.29956098621
"MP_-1",3725,8100,1875,60.4,39.6,30,60.4,"Protein",0.782,"Comparstic Spotlight F2Ba Au 240926.csv",-2385.34722222222,2027.43055555556,-377.939290465279,3126.28311413862
"MP_-1",3750,9550,3125,80.9,49.2,55,80.9,"Protein",0.811,"Comparstic Spotlight F2Ba Au 240926.csv",-2360.34722222222,3477.43055555556,-1592.5381816305,3937.54570253402
"MP_-1",3700,10575,3750,95.7,49.9,62.5,95.7,"Protein",0.758,"Comparstic Spotlight F2Ba Au 240926.csv",-2410.34722222222,4502.43055555556,-2412.30600897983,4567.04107725628
"MP_-1",3775,3425,4375,104.1,53.5,80,104.1,"Cellulose",0.788,"Comparstic Spotlight F2Ba Au 240926.csv",-2335.34722222222,-2647.56944444444,3463.15961340155,402.552067308671
"MP_-1",3825,3325,1875,60.4,39.6,30,60.4,"Cellulose",0.669,"Comparstic Spotlight F2Ba Au 240926.csv",-2285.34722222222,-2747.56944444444,3517.24764738686,303.787650586303
"MP_-1",3925,4600,1875,60.4,39.6,30,60.4,"Protein",0.786,"Comparstic Spotlight F2Ba Au 240926.csv",-2185.34722222222,-1472.56944444444,2404.47485566889,952.559533952207
"MP_-1",3900,9950,2500,60.4,52.7,50,60.4,"Protein",0.69,"Comparstic Spotlight F2Ba Au 240926.csv",-2210.34722222222,3877.43055555556,-2009.70743681493,4042.88669085332
"MP_-1",3950,950,4375,80.9,68.9,75,80.9,"Protein",0.733,"Comparstic Spotlight F2Ba Au 240926.csv",-2160.34722222222,-5122.56944444444,5411.46185224045,-1162.37018662478
"MP_-1",3975,3375,1875,60.4,39.6,30,60.4,"Protein",0.738,"Comparstic Spotlight F2Ba Au 240926.csv",-2135.34722222222,-2697.56944444444,3389.79507077261,208.311519662401
"MP_-1",4050,1150,3750,104.1,45.9,62.5,104.1,"Cellulose",0.686,"Comparstic Spotlight F2Ba Au 240926.csv",-2060.34722222222,-4922.56944444444,5188.5331447023,-1130.39374093442
"MP_-1",4050,9750,3125,75,53.1,55,75,"Protein",0.852,"Comparstic Spotlight F2Ba Au 240926.csv",-2060.34722222222,3677.43055555556,-1930.2195287362,3803.96976046999
"MP_-1",4200,1550,28125,417.9,85.7,150,417.9,"Cellulose",0.893,"Comparstic Spotlight F2Ba Au 240926.csv",-1910.34722222222,-4522.56944444444,4771.36388951787,-1025.05275261512
"MP_-1",4100,2600,3125,80.9,49.2,55,80.9,"Protein",0.913,"Comparstic Spotlight F2Ba Au 240926.csv",-2010.34722222222,-3472.56944444444,3959.59017359113,-339.825201008323
"MP_-1",4100,7025,1875,60.4,39.6,50,60.4,"Protein",0.713,"Comparstic Spotlight F2Ba Au 240926.csv",-2010.34722222222,952.430555555556,296.743594525388,2199.0769494236
"MP_-1",4100,9550,2500,60.4,52.7,50,60.4,"Protein",0.724,"Comparstic Spotlight F2Ba Au 240926.csv",-2010.34722222222,3477.43055555556,-1793.35530087371,3647.82902396385
"MP_-1",4125,2800,1250,50,31.8,25,50,"Protein",0.747,"Comparstic Spotlight F2Ba Au 240926.csv",-1985.34722222222,-3272.56944444444,3779.6937058908,-245.766609910077
"MP_-1",4200,3600,3125,80.9,49.2,55,80.9,"Protein",0.798,"Comparstic Spotlight F2Ba Au 240926.csv",-1910.34722222222,-2472.56944444444,3074.45191503544,151.161802952207
"MP_-1",4175,10800,3125,80.9,49.2,75,80.9,"Protein",0.901,"Comparstic Spotlight F2Ba Au 240926.csv",-1935.34722222222,4727.43055555556,-2871.08996417643,4302.9508758531
"MP_-1",4200,1200,1875,60.4,39.6,30,60.4,"Protein",0.766,"Comparstic Spotlight F2Ba Au 240926.csv",-1910.34722222222,-4872.56944444444,5061.08056808804,-1225.86987185833
"MP_-1",4200,9000,2500,60.4,52.7,50,60.4,"Protein",0.823,"Comparstic Spotlight F2Ba Au 240926.csv",-1910.34722222222,2927.43055555556,-1395.46255433292,3249.48307127591
"MP_-1",4225,8925,1875,60.4,39.6,30,60.4,"Protein",0.745,"Comparstic Spotlight F2Ba Au 240926.csv",-1885.34722222222,2852.43055555556,-1347.72448887097,3185.75678296878
"MP_-1",4250,1600,1250,50,31.8,30,50,"Protein",0.704,"Comparstic Spotlight F2Ba Au 240926.csv",-1860.34722222222,-4472.56944444444,4701.28763268739,-1037.75268966183
"MP_-1",4250,3275,3750,80.9,59,50,80.9,"Protein",0.83,"Comparstic Spotlight F2Ba Au 240926.csv",-1860.34722222222,-2797.56944444444,3314.78638524442,-76.6993332836485
"MP_-1",4275,9650,4375,131.1,42.5,72.5,131.1,"Protein",0.8,"Comparstic Spotlight F2Ba Au 240926.csv",-1835.34722222222,3577.43055555556,-1976.5400543725,3560.34700446253
"MP_7",4300,8325,3125,80.9,49.2,55,80.9,"PET",0.733,"Comparstic Spotlight F2Ba Au 240926.csv",-1810.34722222222,2252.43055555556,-894.099565445651,2779.41671885825
"MP_-1",4300,1200,1875,60.4,39.6,50,60.4,"Protein",0.779,"Comparstic Spotlight F2Ba Au 240926.csv",-1810.34722222222,-4872.56944444444,5003.70424830427,-1308.64606573552
"MP_-1",4300,1550,1250,50,31.8,25,50,"Protein",0.703,"Comparstic Spotlight F2Ba Au 240926.csv",-1810.34722222222,-4522.56944444444,4713.9875697341,-1107.82894649231
"MP_-1",4350,6375,3750,80.9,59,55,80.9,"Protein",0.814,"Comparstic Spotlight F2Ba Au 240926.csv",-1760.34722222222,302.430555555556,691.348055267704,1619.1903861361
"MP_-1",4350,5450,5000,104.1,61.2,80,104.1,"Protein",0.859,"Comparstic Spotlight F2Ba Au 240926.csv",-1760.34722222222,-622.569444444444,1457.02784863173,1088.45942813621
"MP_-1",4375,1775,1875,60.4,39.6,30,60.4,"Protein",0.707,"Comparstic Spotlight F2Ba Au 240926.csv",-1735.34722222222,-4297.56944444444,4484.70889367259,-1040.81437238672
"MP_-1",4375,7575,1875,60.4,39.6,30,60.4,"Protein",0.701,"Comparstic Spotlight F2Ba Au 240926.csv",-1735.34722222222,1502.43055555556,-316.310351204541,2287.01217507207
"MP_-1",4400,10650,3125,80.9,49.2,75,80.9,"Protein",0.836,"Comparstic Spotlight F2Ba Au 240926.csv",-1710.34722222222,4577.43055555556,-2876.02239287413,4030.63995995376
"MP_-1",4500,7950,2500,60.4,52.7,50,60.4,"Protein",0.735,"Comparstic Spotlight F2Ba Au 240926.csv",-1610.34722222222,1877.43055555556,-698.441477973726,2398.70313191472
"MP_-1",4550,7250,1250,50,31.8,50,50,"Protein",0.674,"Comparstic Spotlight F2Ba Au 240926.csv",-1560.34722222222,1177.43055555556,-147.696280725269,1955.68079648972
"MP_-1",4550,3500,2500,60.4,52.7,50,60.4,"Protein",0.667,"Comparstic Spotlight F2Ba Au 240926.csv",-1560.34722222222,-2572.56944444444,2956.41098966943,-195.931195401737
"MP_-1",4550,3650,4375,80.9,68.9,75,80.9,"Protein",0.842,"Comparstic Spotlight F2Ba Au 240926.csv",-1560.34722222222,-2422.56944444444,2832.24669885364,-109.866715726078
"MP_-1",4550,7575,1250,50,31.8,30,50,"Protein",0.822,"Comparstic Spotlight F2Ba Au 240926.csv",-1560.34722222222,1502.43055555556,-416.718910826142,2142.15383578698
"MP_-1",4600,11000,1875,60.4,39.6,50,60.4,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",-1510.34722222222,4927.43055555556,-3280.49171101185,4065.90469144258
"MP_-1",4650,9250,1250,50,31.8,50,50,"Protein",0.68,"Comparstic Spotlight F2Ba Au 240926.csv",-1460.34722222222,3177.43055555556,-1860.59647805288,3020.43099828797
"MP_-1",4800,1350,48750,777.7,79.8,217.5,777.7,"Cellulose",0.8,"Comparstic Spotlight F2Ba Au 240926.csv",-1310.34722222222,-4722.56944444444,4592.65835856962,-1636.46255544582
"MP_-1",4650,2075,6250,170.8,46.6,72.5,170.8,"Cellulose",0.698,"Comparstic Spotlight F2Ba Au 240926.csv",-1460.34722222222,-3997.56944444444,4078.59543263564,-1096.31994619768
"MP_8",4725,7200,6250,115.1,69.1,75,115.1,"PET",0.788,"Comparstic Spotlight F2Ba Au 240926.csv",-1385.34722222222,1127.43055555556,-206.716743408274,1782.13429731275
"MP_-1",4825,10275,8750,207,53.8,75,207,"Cellulose",0.821,"Comparstic Spotlight F2Ba Au 240926.csv",-1285.34722222222,4202.43055555556,-2809.4610249157,3463.67993678655
"MP_-1",4800,2775,1250,50,31.8,50,50,"Protein",0.722,"Comparstic Spotlight F2Ba Au 240926.csv",-1310.34722222222,-3297.56944444444,3413.09759581964,-818.849998527065
"MP_-1",4850,4800,2500,60.4,52.7,50,60.4,"Protein",0.808,"Comparstic Spotlight F2Ba Au 240926.csv",-1260.34722222222,-1272.56944444444,1708.19150991462,301.632380155727
"MP_-1",4825,9475,4375,104.1,53.5,77.5,104.1,"Protein",0.737,"Comparstic Spotlight F2Ba Au 240926.csv",-1285.34722222222,3402.43055555556,-2147.25147389816,3004.66937851638
"MP_-1",4900,5550,2500,60.4,52.7,50,60.4,"Protein",0.803,"Comparstic Spotlight F2Ba Au 240926.csv",-1210.34722222222,-522.569444444444,1058.68189594379,690.566681595422
"MP_-1",4875,6950,3125,80.9,49.2,55,80.9,"Protein",0.825,"Comparstic Spotlight F2Ba Au 240926.csv",-1235.34722222222,877.430555555556,-85.840738390953,1514.52920703753
"MP_-1",4875,11100,1875,60.4,39.6,30,60.4,"Protein",0.756,"Comparstic Spotlight F2Ba Au 240926.csv",-1235.34722222222,5027.43055555556,-3521.05278429442,3895.64647806408
"MP_-1",4925,4150,1250,50,31.8,25,50,"Protein",0.666,"Comparstic Spotlight F2Ba Au 240926.csv",-1185.34722222222,-1922.56944444444,2203.20453027853,-133.395843846687
"MP_-1",4950,2475,1875,60.4,39.6,30,60.4,"Protein",0.721,"Comparstic Spotlight F2Ba Au 240926.csv",-1160.34722222222,-3597.56944444444,3575.36169777555,-1115.14324869417
"MP_9",4950,5450,3125,80.9,49.2,55,80.9,"Polypro",0.676,"Comparstic Spotlight F2Ba Au 240926.csv",-1160.34722222222,-622.569444444444,1112.7699299291,591.802264873054
"MP_-1",4975,5500,5000,95.7,66.5,75,95.7,"Protein",0.937,"Comparstic Spotlight F2Ba Au 240926.csv",-1135.34722222222,-572.569444444444,1057.03775304456,599.796376295642
"MP_-1",5000,3650,2500,60.4,52.7,50,60.4,"Protein",0.717,"Comparstic Spotlight F2Ba Au 240926.csv",-1110.34722222222,-2422.56944444444,2574.05325982666,-482.359588173442
"MP_-1",5000,775,1250,50,31.8,30,50,"Protein",0.728,"Comparstic Spotlight F2Ba Au 240926.csv",-1110.34722222222,-5297.56944444444,4953.86883379593,-2131.92878195689
