"match_id","ftir_idx","raman_idx","match_distance","match_score","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","raman_particle_id","raman_x_um","raman_y_um","raman_area_um2","raman_major_um","raman_minor_um","raman_feret_min_um","raman_feret_max_um","raman_material","raman_quality","raman_source_file","raman_x_norm","raman_y_norm"
11,189,21,4.58542779260941,4.58542779260941,"MP_10",6275,2275,21875,228.9,121.7,145,228.9,"PET",0.942,"Comparstic Spotlight F2Ba Au 240926.csv",-469.791666666667,-2701.04166666667,29.0566416449914,2762.14783298601,"514",6091.06549950168,4596.23719766695,29412.328,294.63,158.382,158.382,297.294,"Polyethylene terephtalate (PET)",93.92,"Comparstic Raman F2Ba Au IAEA 240930.csv",30.8346050774626,2757.92113284594
12,301,288,4.62797720497533,4.62797720497533,"MP_-1",9500,9700,1875,60.4,39.6,50,60.4,"Protein",0.68,"Comparstic Spotlight F2Ba Au 240926.csv",2755.20833333333,4723.95833333333,-3730.91265360281,-4392.47067901694,"463",2333.21909806761,-2556.64489244435,614.123,34.444,23.537,23.537,35.686,"Cellulose Acetate Butyrate (CAB)",76,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3727.01179635661,-4394.96095726536
13,87,85,4.64832719549706,4.64832719549706,"MP_-1",3650,3250,2500,60.4,52.7,50,60.4,"Protein",0.796,"Comparstic Spotlight F2Ba Au 240926.csv",-3094.79166666667,-1726.04166666667,2570.67537114404,1597.30580650871,"32",8634.18489430047,3438.91694937928,708.375,34.819,32.968,32.621,37.578,"Cellulose Acetate Butyrate (CAB)",91.63,"Comparstic Raman F2Ba Au IAEA 240930.csv",2573.95399987625,1600.60088455827
14,160,236,4.78759281926315,4.78759281926315,"MP_-1",5300,2700,1875,60.4,39.6,30,60.4,"Protein",0.698,"Comparstic Spotlight F2Ba Au 240926.csv",-1444.79166666667,-2276.04166666667,968.440000481789,2266.90586689588,"278",7026.7956605676,4100.81687312714,649.385,29.852,28.129,25.912,34.91,"Polyacrylamide/acrylate",82.8,"Comparstic Raman F2Ba Au IAEA 240930.csv",966.564766143382,2262.50080830613
15,222,137,4.81226877440007,4.81226877440007,"MP_12",7075,7800,3125,80.9,49.2,55,80.9,"PET",0.698,"Comparstic Spotlight F2Ba Au 240926.csv",330.208333333333,2823.95833333333,-1175.90981579275,-2679.91394046245,"664",4888.3939121194,-839.034682684075,5769.495,118.892,73.901,73.284,120.763,"Polyethylene terephtalate (PET)",90.36,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1171.83698230482,-2677.35074750508
16,101,42,5.33295461127334,5.33295461127334,"MP_-1",4050,9750,3125,75,53.1,55,75,"Protein",0.852,"Comparstic Spotlight F2Ba Au 240926.csv",-2694.79166666667,4773.95833333333,1691.91287347226,-4845.12404735143,"731",7751.26895091434,-3001.54726963827,1531.271,45.852,44.62,41.077,56.424,"Cellulose Acetate Butyrate (CAB)",93.07,"Comparstic Raman F2Ba Au IAEA 240930.csv",1691.03805649012,-4839.86333445928
17,115,77,5.5870150589436,5.5870150589436,"MP_7",4300,8325,3125,80.9,49.2,55,80.9,"PET",0.733,"Comparstic Spotlight F2Ba Au 240926.csv",-2444.79166666667,3348.95833333333,1548.32711199371,-3407.78268403186,"368",7610.04832537924,-1564.0820406143,4543.72,87.373,73.131,73.131,88.111,"Polyethylene terephtalate (PET)",91.93,"Comparstic Raman F2Ba Au IAEA 240930.csv",1549.81743095502,-3402.39810543531
18,139,260,5.6919210814952,5.6919210814952,"MP_-1",4875,6950,3125,80.9,49.2,55,80.9,"Protein",0.825,"Comparstic Spotlight F2Ba Au 240926.csv",-1869.79166666667,1973.95833333333,1077.44539659762,-1996.20163802255,"160",7142.75731242976,-155.320190764127,370.089,30.834,21.621,21.37,33.888,"Polyacrylamide/acrylate",80.71,"Comparstic Raman F2Ba Au IAEA 240930.csv",1082.52641800554,-1993.63625558514
19,113,187,6.15504825687931,6.15504825687931,"MP_-1",4250,3275,3750,80.9,59,50,80.9,"Protein",0.83,"Comparstic Spotlight F2Ba Au 240926.csv",-2494.79166666667,-1701.04166666667,1971.41213047371,1616.76603050693,"18",8026.24732339936,3452.12050379923,1277.185,56.95,31.175,31.175,57.737,"Cellulose Acetate Butyrate (CAB)",87.24,"Comparstic Raman F2Ba Au IAEA 240930.csv",1966.01642897514,1613.80443897822
20,122,186,6.18997044996688,6.18997044996688,"MP_-1",4400,10650,3125,80.9,49.2,75,80.9,"Protein",0.836,"Comparstic Spotlight F2Ba Au 240926.csv",-2344.79166666667,5673.95833333333,1276.89187533041,-5715.37456943539,"401",7331.05147980989,-3875.85219927226,995.746,42.108,33.686,33.562,42.622,"Polyacrylamide/acrylate",87.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",1270.82058538567,-5714.16826409327
21,251,292,6.34785029964174,6.34785029964174,"MP_-1",7900,7500,1875,60.4,39.6,50,60.4,"Protein",0.782,"Comparstic Spotlight F2Ba Au 240926.csv",1155.20833333333,2523.95833333333,-1975.17947925797,-2320.22160948534,"435",4078.9586194182,-483.686848512414,736.058,42.59,24.328,24.305,43.84,"Cellulose Acetate Butyrate (CAB)",75.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1981.27227500602,-2322.00291333342
22,173,72,6.39307825682334,6.39307825682334,"MP_-1",5675,7650,3750,80.9,59,55,80.9,"Protein",0.775,"Comparstic Spotlight F2Ba Au 240926.csv",-1069.79166666667,2673.95833333333,229.147159279686,-2634.04936025206,"646",6295.43355921914,-793.68334358947,1610.199,62.063,35.613,34.638,64.365,"Cellulose Acetate Butyrate (CAB)",92.03,"Comparstic Raman F2Ba Au IAEA 240930.csv",235.202664794922,-2631.99940841048
23,26,44,6.44959438747508,6.44959438747508,"MP_-1",1975,7200,6250,115.1,69.1,75,115.1,"Protein",0.947,"Comparstic Spotlight F2Ba Au 240926.csv",-4769.79166666667,2223.95833333333,3946.47206882663,-2459.49518230279,"528",10013.0952298099,-622.037136130137,2866.128,66.863,66.21,53.371,83.748,"Cellulose Acetate Butyrate (CAB)",93.04,"Comparstic Raman F2Ba Au IAEA 240930.csv",3952.86433538568,-2460.35320095115
24,314,22,6.53744005810041,6.53744005810041,"MP_-1",10100,9950,4375,95.7,58.2,72.5,95.7,"Protein",0.672,"Comparstic Spotlight F2Ba Au 240926.csv",3355.20833333333,4973.95833333333,-4346.80809106629,-4597.04116207039,"567",1706.91136449526,-2758.14261424443,3354.526,94.069,53.152,53.027,98.64,"Cellulose Acetate Butyrate (CAB)",93.81,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4353.31952992896,-4596.45867906544
25,232,39,6.94210603687561,6.94210603687561,"MP_-1",7525,10675,4375,80.9,68.9,55,80.9,"Protein",0.815,"Comparstic Spotlight F2Ba Au 240926.csv",780.208333333333,5698.95833333333,-1836.49374447523,-5509.26413698069,"272",4224.19771803764,-3664.02126096961,1391.87,58.361,33.689,33.689,60.077,"Cellulose Acetate Butyrate (CAB)",93.2,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1836.03317638658,-5502.33732579062
26,192,217,7.07728307204692,7.07728307204692,"MP_-1",6300,6400,5000,104.1,61.2,50,104.1,"Cellulose",0.746,"Comparstic Spotlight F2Ba Au 240926.csv",-444.791666666667,1423.95833333333,-300.759267012973,-1343.23377442853,"327",5762.69884175339,488.783637895976,4953.026,112.58,60.62,60.395,112.184,"Polyamide (PA)",85.32,"Comparstic Raman F2Ba Au IAEA 240930.csv",-297.532052670827,-1349.53242692503
27,275,291,7.70370877097957,7.70370877097957,"MP_-1",8675,3900,1875,60.4,39.6,50,60.4,"Protein",0.735,"Comparstic Spotlight F2Ba Au 240926.csv",1930.20833333333,-1076.04166666667,-2480.72565485659,1321.5583811843,"228",3585.26049762882,3154.75349555865,602.589,31.727,29.162,27.882,34.504,"Polyacrylamide/acrylate",75.57,"Comparstic Raman F2Ba Au IAEA 240930.csv",-2474.9703967954,1316.43743073764
28,350,119,7.7706472546006,7.7706472546006,"MP_23",11300,5175,1875,75,31.8,52.5,75,"PET",0.733,"Comparstic Spotlight F2Ba Au 240926.csv",4555.20833333333,198.958333333333,-5188.66635228715,246.093337144993,"374",871.068962954167,2076.65457379067,4816.92,104.748,66.824,66.824,106.191,"Polyethylene terephtalate (PET)",90.93,"Comparstic Raman F2Ba Au IAEA 240930.csv",-5189.16193147005,238.338508969662
29,54,75,7.77344047411195,7.77344047411195,"MP_-1",2675,5600,1875,60.4,39.6,30,60.4,"Protein",0.838,"Comparstic Spotlight F2Ba Au 240926.csv",-4069.79166666667,623.958333333333,3367.76104630609,-814.643319912288,"628",9424.67595674696,1030.70343669735,794.389,46.029,25.586,25.586,45.839,"Cellulose Acetate Butyrate (CAB)",91.99,"Comparstic Raman F2Ba Au IAEA 240930.csv",3364.44506232274,-807.612628123658
30,63,230,7.85738584881697,7.85738584881697,"MP_-1",2925,3850,5625,104.1,68.8,97.5,104.1,"Cellulose",0.734,"Comparstic Spotlight F2Ba Au 240926.csv",-3819.79166666667,-1126.04166666667,3248.19956908432,946.297953593016,"533",9310.43650763523,2777.01702563142,2741.721,76.506,47.752,47.752,76.506,"Polyamide (PA)",83.37,"Comparstic Raman F2Ba Au IAEA 240930.csv",3250.20561321101,938.700960810412
31,8,76,7.90037554072165,7.90037554072165,"MP_0",1000,3800,3750,104.1,45.9,77.5,104.1,"PET",0.886,"Comparstic Spotlight F2Ba Au 240926.csv",-5744.79166666667,-1176.04166666667,5168.602773147,853.78487148531,"601",11220.9334254434,2692.05502327697,6964.786,123.198,79.845,79.845,123.235,"Polyethylene terephtalate (PET)",91.94,"Comparstic Raman F2Ba Au IAEA 240930.csv",5160.70253101918,853.738958455962
32,171,144,8.08816571383607,8.08816571383607,"MP_-1",5625,8400,1250,50,31.8,25,50,"Protein",0.694,"Comparstic Spotlight F2Ba Au 240926.csv",-1119.79166666667,3423.95833333333,223.49110486955,-3384.51442748941,"383",6282.23000479919,-1538.24899935788,787.633,40.865,25.633,25.633,42.048,"Polyacrylamide/acrylate",90.09,"Comparstic Raman F2Ba Au IAEA 240930.csv",221.999110374973,-3376.56506417889
33,333,209,8.38207813503169,8.38207813503169,"MP_-1",10600,2500,1875,60.4,39.6,50,60.4,"Protein",0.735,"Comparstic Spotlight F2Ba Au 240926.csv",3855.20833333333,-2476.04166666667,-4293.94359069674,2857.82490873604,"541",1771.78100142805,4689.81021377354,787.963,35.316,29.227,29.116,36.779,"Polyacrylamide/acrylate",86.13,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4288.44989299617,2851.49414895253
34,183,163,8.44126230993568,8.44126230993568,"MP_-1",6050,3375,1875,75,31.8,52.5,75,"Protein",0.766,"Comparstic Spotlight F2Ba Au 240926.csv",-694.791666666667,-1601.04166666667,171.774386596799,1650.25440171807,"8",6240.32307120544,3490.00896430865,457.915,37.438,21.566,21.566,37.314,"Cellulose Acetate Butyrate (CAB)",89.01,"Comparstic Raman F2Ba Au IAEA 240930.csv",180.092176781222,1651.69289948764
35,307,114,8.57875378395154,8.57875378395154,"MP_19",9825,6925,9375,175,68.2,75,175,"PET",0.856,"Comparstic Spotlight F2Ba Au 240926.csv",3080.20833333333,1948.95833333333,-3849.38213667301,-1605.40100778969,"554",2206.92422970288,225.286617080479,13331.267,175.542,110.84,109.476,181.979,"Polyethylene terephtalate (PET)",91.03,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3853.30666472134,-1613.02944774053
36,100,233,8.58018994614423,8.58018994614423,"MP_-1",4050,1150,3750,104.1,45.9,62.5,104.1,"Cellulose",0.686,"Comparstic Spotlight F2Ba Au 240926.csv",-2694.79166666667,-3826.04166666667,2327.63239534384,3717.8274221787,"738",8385.03956307188,5548.04125107021,3252.859,93.363,56.424,56.424,94.02,"Polyethylene terephtalate (PET)",83.02,"Comparstic Raman F2Ba Au IAEA 240930.csv",2324.80866864766,3709.7251862492
37,143,2,8.68197142598362,8.68197142598362,"MP_9",4950,5450,3125,80.9,49.2,55,80.9,"Polypro",0.676,"Comparstic Spotlight F2Ba Au 240926.csv",-1794.79166666667,473.958333333333,1113.64980620141,-497.11952541376,"270",7175.47916468789,1332.66298560574,5471.084,113.791,67.845,67.831,116.501,"Polypropylene (PP)",97.95,"Comparstic Raman F2Ba Au IAEA 240930.csv",1115.24827026367,-505.653079215268
38,238,162,8.76083698051062,8.76083698051062,"MP_-1",7575,4775,1875,60.4,39.6,30,60.4,"Protein",0.663,"Comparstic Spotlight F2Ba Au 240926.csv",830.208333333333,-201.041666666667,-1450.14518568851,369.014891661324,"260",4601.36012038139,2208.11605040668,479.006,35.121,18.955,18.916,34.444,"Polyamide (PA)",89.13,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1458.87077404283,369.799985585672
39,332,221,8.99115824826508,8.99115824826508,"MP_-1",10500,4350,4375,104.1,53.5,75,104.1,"Protein",0.839,"Comparstic Spotlight F2Ba Au 240926.csv",3755.20833333333,-626.041666666667,-4331.1280056397,1008.4025632921,"469",1720.11491891521,2846.47920323202,3365.566,87.167,63.385,63.385,86.684,"Polyacrylamide/acrylate",84.88,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4340.11597550901,1008.16313841101
40,207,130,9.03663356616751,9.03663356616751,"MP_-1",6750,6925,10625,152.5,88.7,100,152.5,"Protein",0.971,"Comparstic Spotlight F2Ba Au 240926.csv",5.20833333333303,1948.95833333333,-787.629140300314,-1832.7076972961,"784",5281.63020680048,5.99280019263733,4324.237,82.639,77.563,77.483,91.996,"Cellulose Acetate Butyrate (CAB)",90.65,"Comparstic Raman F2Ba Au IAEA 240930.csv",-778.600687623738,-1832.32326462837
41,320,270,9.16191993326793,9.16191993326793,"MP_-1",10225,4775,4375,80.9,68.9,75,80.9,"Cellulose",0.779,"Comparstic Spotlight F2Ba Au 240926.csv",3480.20833333333,-201.041666666667,-4088.7290687414,564.905209447331,"96",1966.9639798099,2395.26208261986,2744.028,73.561,53.734,51.65,79.254,"Polyamide (PA)",78.96,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4093.26691461432,556.946017798852
42,338,115,9.23213604564042,9.23213604564042,"MP_-1",10700,5925,1875,60.4,39.6,50,60.4,"Protein",0.773,"Comparstic Spotlight F2Ba Au 240926.csv",3955.20833333333,948.958333333333,-4646.6917894599,-545.028211142279,"337",1421.0257079242,1287.88571409461,815.316,45.664,24.85,24.843,47.238,"Cellulose Acetate Butyrate (CAB)",91,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4639.20518650002,-550.430350726398
43,49,83,9.30434836976314,9.30434836976314,"MP_-1",2500,4775,3125,80.9,49.2,62.5,80.9,"Protein",0.746,"Comparstic Spotlight F2Ba Au 240926.csv",-4244.79166666667,-201.041666666667,3602.99187336561,-6.13354711754054,"597",9672.09908522513,1834.97212114726,1628.819,58.434,37.118,37.107,60.427,"Polyamide (PA)",91.68,"Comparstic Raman F2Ba Au IAEA 240930.csv",3611.86819080091,-3.3439436737483
44,74,234,9.72332838679405,9.72332838679405,"MP_-1",3200,7750,1875,60.4,39.6,50,60.4,"Protein",0.773,"Comparstic Spotlight F2Ba Au 240926.csv",-3544.79166666667,2773.95833333333,2686.09284938433,-2916.5727281108,"43",8753.01688408001,-1085.30967599529,1206.99,43.993,40.405,40.405,47.478,"Cellulose Acetate Butyrate (CAB)",83,"Comparstic Raman F2Ba Au IAEA 240930.csv",2692.78598965579,-2923.6257408163
45,78,250,10.0898750835507,10.0898750835507,"MP_-1",3300,3900,3125,80.9,49.2,50,80.9,"Cellulose",0.717,"Comparstic Spotlight F2Ba Au 240926.csv",-3444.79166666667,-1076.04166666667,2871.11901359974,924.233680014567,"547",8941.31105146015,2760.94313329409,2083.603,67.74,39.611,39.611,68.277,"Polyamide (PA)",81.62,"Comparstic Raman F2Ba Au IAEA 240930.csv",2881.08015703593,922.627068473082
46,208,295,10.1265535286136,10.1265535286136,"MP_-1",6700,11100,1875,60.4,39.6,30,60.4,"Protein",0.714,"Comparstic Spotlight F2Ba Au 240926.csv",-44.791666666667,6123.95833333333,-1046.46419033954,-5993.41797187539,"545",5010.09623981632,-4145.66396350599,463.517,36.279,22.565,22.565,36.713,"Cellulose Acetate Butyrate (CAB)",73.93,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1050.1346546079,-5983.980028327
47,340,222,10.2254044431026,10.2254044431026,"MP_-1",10750,7450,1250,50,31.8,25,50,"Protein",0.66,"Comparstic Spotlight F2Ba Au 240926.csv",4005.20833333333,2473.95833333333,-4809.20572484718,-2059.76251520505,"207",1242.49068946316,-227.07863869863,649.715,39.705,23.05,22.914,40.185,"Cellulose Acetate Butyrate (CAB)",84.73,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4817.74020496106,-2065.39470351964
48,1,191,10.472102968508,10.472102968508,"MP_-1",500,6900,2500,60.4,52.7,50,60.4,"Protein",0.771,"Comparstic Spotlight F2Ba Au 240926.csv",-6244.79166666667,1923.95833333333,5437.29407744505,-2269.82086298901,"398",11506.245014431,-425.706022581336,727.654,37.693,28.131,28.129,40.593,"Cellulose Acetate Butyrate (CAB)",87.18,"Comparstic Raman F2Ba Au IAEA 240930.csv",5446.01412000678,-2264.02208740234
49,81,312,10.5263026644674,10.5263026644674,"MP_-1",3325,9950,1875,60.4,39.6,50,60.4,"Protein",0.754,"Comparstic Spotlight F2Ba Au 240926.csv",-3419.79166666667,4973.95833333333,2399.00542126703,-5097.85508773084,"78",8469.42749784285,-3262.17395253639,586.935,31.574,25.833,24.783,34.098,"Polyacrylamide/acrylate",70.03,"Comparstic Raman F2Ba Au IAEA 240930.csv",2409.19660341863,-5100.4900173574
50,42,157,10.6870505720821,10.6870505720821,"MP_-1",2350,2250,3750,80.9,59,50,80.9,"Protein",0.863,"Comparstic Spotlight F2Ba Au 240926.csv",-4394.79166666667,-2726.04166666667,3938.9958865232,2496.90070082232,"58",9988.98439130389,4332.16610926798,1505.071,45.877,44.733,42.855,50.833,"Polyamide (PA)",89.47,"Comparstic Raman F2Ba Au IAEA 240930.csv",3928.75349687967,2493.85004444697
51,219,113,10.7913038165331,10.7913038165331,"MP_-1",7000,1525,3750,80.9,59,75,80.9,"Protein",0.838,"Comparstic Spotlight F2Ba Au 240926.csv",255.208333333333,-3451.04166666667,-637.379425099853,3562.50949060281,"44",5421.12862958515,5390.1726656143,1487.605,60.13,36.538,36.538,60.077,"Cellulose Acetate Butyrate (CAB)",91.04,"Comparstic Raman F2Ba Au IAEA 240930.csv",-639.102264839068,3551.85660079329
52,120,279,11.0781425258045,11.0781425258045,"MP_-1",4375,1775,1875,60.4,39.6,30,60.4,"Protein",0.707,"Comparstic Spotlight F2Ba Au 240926.csv",-2369.79166666667,-3201.04166666667,1957.83193851046,3119.54418684753,"350",8015.91410689679,4946.9924911708,573.588,34.484,22.166,22.166,34.444,"Polyacrylamide/acrylate",77.26,"Comparstic Raman F2Ba Au IAEA 240930.csv",1955.68321247257,3108.67642634979
53,284,242,11.2383787450296,11.2383787450296,"MP_-1",8950,8625,1875,60.4,39.6,50,60.4,"Protein",0.755,"Comparstic Spotlight F2Ba Au 240926.csv",2205.20833333333,3648.95833333333,-3103.81709613147,-3362.7582263756,"370",2952.06395305476,-1534.80459385702,694.04,38.451,24.518,24.389,39.537,"Polyacrylamide/acrylate",81.96,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3108.16694136946,-3373.12065867803
54,305,89,11.4259111267062,11.4259111267062,"MP_-1",9625,2025,2500,75,42.4,50,75,"Protein",0.717,"Comparstic Spotlight F2Ba Au 240926.csv",2880.20833333333,-2951.04166666667,-3288.03144468734,3258.70577085255,"238",2769.51046150939,5085.916846372,770.496,35.036,30.861,30.861,37.345,"Cellulose Acetate Butyrate (CAB)",91.58,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3290.72043291483,3247.60078155099
55,319,84,11.444549009939,11.444549009939,"MP_-1",10200,2250,3125,80.9,49.2,70,80.9,"Protein",0.671,"Comparstic Spotlight F2Ba Au 240926.csv",3455.20833333333,-2726.04166666667,-3877.1865595014,3077.17956671673,"381",2186.25779669774,4904.51148999358,828.168,42.418,28.508,28.508,42.481,"Cellulose Acetate Butyrate (CAB)",91.66,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3873.97309772648,3066.19542517257
56,60,131,11.529107726357,11.529107726357,"MP_5",2925,5850,19375,255.4,96.6,150,255.4,"PET",0.802,"Comparstic Spotlight F2Ba Au 240926.csv",-3819.79166666667,873.958333333333,3100.35781981186,-1045.08610908841,"10",9153.1419897628,784.42844338613,30271.969,274.763,170.819,170.819,276.242,"Polyethylene terephtalate (PET)",90.65,"Comparstic Raman F2Ba Au IAEA 240930.csv",3092.91109533858,-1053.88762143488
57,177,183,12.0986666335094,12.0986666335094,"MP_-1",5750,5325,3750,80.9,59,50,80.9,"Cellulose",0.737,"Comparstic Spotlight F2Ba Au 240926.csv",-994.791666666667,348.958333333333,326.336290458366,-313.521321787187,"67",6374.65488573883,1522.6793557363,1476.894,58.064,38.974,38.974,58.886,"Polyamide (PA)",87.74,"Comparstic Raman F2Ba Au IAEA 240930.csv",314.423991314612,-315.636709084708
58,41,164,12.1741735062467,12.1741735062467,"MP_-1",2300,9575,1250,50,31.8,30,50,"Protein",0.677,"Comparstic Spotlight F2Ba Au 240926.csv",-4444.79166666667,4598.95833333333,3447.31008137985,-4800.23947248021,"712",9495.86033709799,-2958.49220087757,555.133,29.764,25.889,25.833,29.852,"Cellulose Acetate Butyrate (CAB)",88.91,"Comparstic Raman F2Ba Au IAEA 240930.csv",3435.62944267377,-4796.80826569858
59,80,201,12.2977161882094,12.2977161882094,"MP_-1",3275,6250,3125,80.9,49.2,50,80.9,"Protein",0.671,"Comparstic Spotlight F2Ba Au 240926.csv",-3469.79166666667,1273.95833333333,2722.29725898812,-1417.49061550201,"411",8788.60907425552,410.13637895976,2265.516,73.525,44.424,44.424,73.168,"Polyacrylamide/acrylate",86.66,"Comparstic Raman F2Ba Au IAEA 240930.csv",2728.3781798313,-1428.17968586125
60,23,174,12.4832656717399,12.4832656717399,"MP_-1",1825,7725,1875,60.4,39.6,50,60.4,"Protein",0.725,"Comparstic Spotlight F2Ba Au 240926.csv",-4919.79166666667,2748.95833333333,4057.01741434371,-2993.3216299521,"91",10118.7236651695,-1167.40134043236,878.919,41.792,32.837,32.766,43.055,"Cellulose Acetate Butyrate (CAB)",88.65,"Comparstic Raman F2Ba Au IAEA 240930.csv",4058.49277074528,-3005.71740525337
