"match_id","ftir_material_raw","raman_material_raw","ftir_material_norm","raman_material_norm","agree","match_distance"
232,"Protein","Polyamide (PA)","PROTEIN","PA",FALSE,20.3988453815925
233,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE",FALSE,20.4203899666571
235,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE",FALSE,20.6124695639245
237,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,20.6366830271036
241,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,21.1307587604533
243,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,21.7121007750364
246,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,21.8794644522196
247,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,21.9038626907126
248,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,22.1457447162994
249,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,22.1614073831819
250,"Cellulose","Polyamide (PA)","CELLULOSE","PA",FALSE,22.3112661909214
251,"Cellulose","Polyamide (PA)","CELLULOSE","PA",FALSE,22.4820861805621
252,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,22.8348127970013
255,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,23.2312713958715
256,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE",FALSE,23.7723186722563
257,"PET","Polyethylene terephtalate (PET)","PET","PET",TRUE,23.7998005575196
258,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,23.9785480378737
259,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,24.1669440918067
260,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,24.195494108691
270,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE",FALSE,25.7246492376319
272,"Protein","Polyamide (PA)","PROTEIN","PA",FALSE,25.9382085315245
274,"Cellulose","Polyamide (PA)","CELLULOSE","PA",FALSE,26.1490043131743
276,"Cellulose","Polyamide (PA)","CELLULOSE","PA",FALSE,26.5475698546328
277,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,26.9326962936174
279,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE",FALSE,27.265590805129
280,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,27.3543178424512
286,"PET","Polyethylene terephtalate (PET)","PET","PET",TRUE,28.1251405793555
288,"PET","Polyethylene terephtalate (PET)","PET","PET",TRUE,28.3763589038832
290,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE",FALSE,28.6337387073239
292,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,29.1171424370932
294,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,30.0081054307162
298,"PET","Polyethylene terephtalate (PET)","PET","PET",TRUE,31.1838543325244
299,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,31.5576955655393
304,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,33.0110476870471
305,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE",FALSE,33.0838233361704
306,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE",FALSE,33.1815915091546
308,"Cellulose","Polyamide (PA)","CELLULOSE","PA",FALSE,34.688515126201
311,"PET","Polyethylene terephtalate (PET)","PET","PET",TRUE,37.594671574475
312,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE",FALSE,38.0225948511824
313,"Cellulose","Polyamide (PA)","CELLULOSE","PA",FALSE,53.6858701494809
314,"Protein","Polyethylene terephtalate (PET)","PROTEIN","PET",FALSE,56.9305387677884
315,"PET","Polyethylene terephtalate (PET)","PET","PET",TRUE,59.4345140451394
316,"Cellulose","Polyamide (PA)","CELLULOSE","PA",FALSE,70.4510620299338
317,"PET","Polyethylene terephtalate (PET)","PET","PET",TRUE,73.1032676718129
318,"Cellulose","Polyethylene terephtalate (PET)","CELLULOSE","PET",FALSE,80.2567074893322
320,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB",FALSE,85.8058835144554
