Particle Name;Material;HQI;RamanSignal;FluorescenceSignal;Area [µm²];Aspect Ratio;CE Diameter [µm];Circularity;Convex Area [µm²];Convex Perimeter [µm];Convexity;Feret Max [µm];Feret Min [µm];Focus Z Position [µm];Length [µm];Num Pixels;Perimeter [µm];SE Volume [µm³];Solidity;Width [µm];Visual Center Point X [µm];Visual Center Point Y [µm];Visual Center Point Z [µm]
587;Polyacrylamide/acrylate;50.31;0.745678817299032;101.159514235427;615.936;0.790;28.004;0.851;648.561;93.093;0.901;32.880;24.689;27.470;31.378;1869.000;103.346;11499.179;0.950;24.793;3167.91336444175;5838.51944830908;-13.2399997711182
49;Polyurethane (PU)   ;49.83;0;14.1357372375979;393.157;0.822;22.374;0.802;427.761;77.327;0.882;27.470;21.088;27.470;25.833;1193.000;87.666;5864.264;0.919;21.241;7602.01137921058;-3211.08193760702;-13.2399997711182
564;Polyvinyl Chloride (PVC);49.78;4.65956091177687;397.127799394623;689.756;0.520;29.635;0.529;896.386;119.467;0.679;47.238;24.749;9.030;47.590;2093.000;176.005;13627.203;0.769;24.749;3971.03391372471;-663.944069723887;-13.2399997711182
686;Polyamide (PA)    ;49.67;9.67191124473756;167.152507219494;3750.485;0.316;69.103;0.533;4708.662;314.464;0.771;142.999;44.085;9.030;139.390;11380.500;407.634;172780.564;0.797;44.087;8312.7070475539;-2976.28829596533;-13.2399997711182
715;Polyacrylamide/acrylate    ;49.37;1.23593540549598;155.691990215721;595.339;0.990;27.532;0.839;634.885;93.739;0.909;32.722;27.962;18.250;28.306;1806.500;103.091;10927.223;0.938;28.035;9619.85893512881;-910.793130618579;-13.2399997711182
6;Polyvinyl Chloride (PVC);48.82;0.530266524000398;103.084917492905;430.232;0.803;23.405;0.853;458.244;80.725;0.937;28.497;21.720;9.030;27.205;1305.500;86.182;6713.024;0.939;21.843;11792.1306710021;12.8816111943497;-13.2399997711182
314;Polyvinyl Chloride (PVC);48.47;0.00617602555425813;28.972959216734;1440.149;0.820;42.821;0.834;1535.720;145.342;0.901;51.516;41.038;-0.180;50.026;4370.000;161.358;41112.608;0.938;41.038;2794.76943518233;4057.76180436644;-13.2399997711182
294;Polycarbonate (PC) ;47.16;0.00373384204690642;21.2118518614577;836.572;0.729;32.637;0.795;887.982;108.818;0.844;39.964;28.635;45.900;39.575;2538.500;128.908;18201.980;0.942;28.864;2491.08768352351;540.449720408818;-13.2399997711182
47;Polyacrylamide/acrylate    ;46.45;3.10411648584115;99.4023235822171;1810.897;0.763;48.018;0.838;1877.137;157.492;0.875;56.639;41.900;27.470;55.685;5495.000;180.007;57970.149;0.965;42.481;5021.57759148584;5386.15419252997;-13.2399997711182
226;Polyvinyl Chloride (PVC);46.00;4.81285254757142;484.729140867177;1224.786;0.432;39.490;0.628;1429.603;153.904;0.779;63.206;27.794;18.250;64.298;3716.500;197.565;32244.383;0.857;27.794;2162.72102577523;4141.57567155394;-13.2399997711182
283;Polyvinyl Chloride (PVC);45.51;0.0151581955978762;50.2493441584283;518.223;0.520;25.687;0.775;560.735;94.009;0.903;37.314;19.505;-0.180;37.527;1572.500;104.076;8874.397;0.924;19.505;2956.65649372257;2182.28300915026;-13.2399997711182
743;Polyacrylamide/acrylate    ;45.29;7.77992538983956;323.717909252995;703.762;0.544;29.934;0.712;801.474;110.557;0.837;43.131;23.343;18.250;42.889;2135.500;132.073;14044.369;0.878;23.343;3497.42815735699;5575.02242749358;-13.2399997711182
460;Polyamide (PA)    ;44.94;0;7.13836907189909;886.499;0.553;33.597;0.536;1181.944;139.711;0.710;54.771;29.507;73.540;53.962;2690.000;196.835;19855.521;0.750;29.852;3156.43201277223;-1604.26677145762;-13.2399997711182
352;Polyvinyl Chloride (PVC);44.83;0.947233307457482;126.262718262046;439.295;0.655;23.650;0.742;492.683;85.790;0.856;31.574;20.477;9.030;31.284;1333.000;100.180;6926.249;0.892;20.477;11404.6350521558;-380.928751070205;-13.2399997711182
170;Polyacrylamide/acrylate    ;44.60;5.42227496026988;127.241646774333;28243.567;0.129;189.633;0.309;43063.921;1400.648;0.726;681.487;88.538;27.470;684.286;85702.500;1928.532;3570615.679;0.656;88.538;7653.67746172342;4820.69762280608;-13.2399997711182
617;Polyacrylamide/acrylate   ;44.19;0;119.573531572685;667.840;0.929;29.160;0.853;703.267;99.932;0.930;38.969;25.274;-0.180;32.148;2026.500;107.405;12982.932;0.950;29.852;9239.82619486768;1050.79580211901;-13.2399997711182
698;Polyacrylamide/acrylate;43.88;0;40.2570757418471;395.959;0.944;22.453;0.271;784.667;103.211;0.396;35.018;29.848;9.030;32.091;1201.500;260.448;5927.049;0.505;30.294;8531.42679685826;4491.75689747432;-13.2399997711182
785;Polycarbonate (PC) ;43.73;3.13042856988575;1259.26853222885;885.016;0.566;33.568;0.702;1061.822;127.678;0.849;51.012;28.319;9.030;50.072;2685.500;150.328;19805.719;0.833;28.319;9571.63725811683;863.075702322346;-13.2399997711182
697;Polyacrylamide/acrylate    ;43.48;0.0244919723224384;66.015401047612;1504.247;0.792;43.764;0.724;1760.475;159.010;0.837;58.791;40.841;-0.180;54.205;4564.500;190.004;43887.687;0.854;42.936;9264.51110095715;125.39885755565;-13.2399997711182
586;Polymethylmethacrylate (PMMA)    ;43.33;0;40.7573530999969;2095.137;0.884;51.649;0.575;2734.800;198.555;0.704;72.907;51.436;27.470;60.176;6357.500;282.147;72141.044;0.766;53.207;10258.7961555376;250.545590753424;-13.2399997711182
526;Polyvinyl Chloride (PVC);42.98;0;34.2277064591886;524.485;0.498;25.842;0.782;572.764;94.646;0.911;37.483;18.173;-0.180;36.483;1591.500;103.879;9035.721;0.916;18.173;9887.37442902864;1925.67479933647;-13.2399997711182
667;Cellulose Acetate Butyrate (CAB)   ;41.61;1.38630494227678;68.8843273541243;750.558;0.937;30.913;0.755;857.663;109.343;0.850;39.037;29.867;18.250;32.474;2277.500;128.711;15468.224;0.875;30.445;2004.85244031932;1768.38028146404;-13.2399997711182
190;Polyethylene terephtalate (PET)   ;41.55;31.5241591220886;1639.16009938749;129529.061;0.877;406.105;0.685;133680.118;1325.812;0.712;462.600;378.027;73.540;431.017;393044.000;1862.949;35068293.121;0.969;378.117;5464.75776592933;2095.0247364619;-13.2399997711182
592;Polyacrylamide/acrylate    ;40.65;0.686920943272977;87.4326335917209;315.218;0.768;20.034;0.580;417.709;82.044;0.756;29.277;22.181;-0.180;28.882;956.500;108.472;4209.983;0.755;22.181;802.754920520519;-707.573206068065;-13.2399997711182
515;Polyamide (PA)    ;40.31;0.154084970100955;68.4485651174755;392.334;0.545;22.350;0.792;420.840;78.457;0.885;31.574;17.222;-0.180;31.574;1190.500;88.675;5845.841;0.932;17.222;3456.09529134671;2820.6461619756;-13.2399997711182
792;Polyacrylamide/acrylate    ;40.26;0.0575814541159622;44.240448018501;598.964;0.705;27.616;0.708;683.000;100.890;0.823;39.393;24.940;9.030;36.442;1817.500;122.610;11027.181;0.877;25.676;1876.26130162069;-3120.95332700128;-13.2399997711182
478;Polyethylene (PE)  ;39.86;6.61477284776621;595.365272133344;3448.943;0.961;66.267;0.783;3635.800;218.513;0.822;73.474;64.789;64.320;68.000;10465.500;265.991;152367.676;0.949;65.376;9202.51180194174;1976.19274668236;-13.2399997711182
191;Polyacrylamide/acrylate    ;39.24;5.55841526716708;311.489604960178;652.351;0.641;28.820;0.847;695.029;99.333;0.929;36.740;23.824;-0.180;37.880;1979.500;106.930;12533.897;0.939;24.281;3654.72267522942;-3479.7455666738;-13.2399997711182
598;Polyacrylamide/acrylate;37.76;0.207108362110946;110.920766467383;438.471;0.471;23.628;0.437;640.817;103.207;0.608;42.216;19.890;9.030;42.216;1330.500;169.813;6906.773;0.684;19.890;7228.29338236768;-2779.38311483305;-13.2399997711182
396;Polyvinyl Chloride (PVC);37.71;2.86967611440705;228.505268986679;540.962;0.512;26.245;0.653;640.817;101.947;0.807;43.055;19.927;-0.180;40.615;1641.500;126.333;9464.860;0.844;20.787;4205.8275553664;-2486.60864726027;-13.2399997711182
95;Polyacrylamide/acrylate    ;37.47;7.90164589562301;315.129512960725;822.566;0.893;32.362;0.839;866.891;106.802;0.881;38.212;29.570;18.250;34.835;2496.000;121.207;17746.787;0.949;31.098;9449.93493041991;4306.90713559503;-13.2399997711182
569;Polypropylene (PP) Lab bench;37.36;1.88572386058981;236.700578623099;388.379;0.965;22.237;0.911;402.714;72.153;0.940;24.133;21.527;-0.180;22.609;1178.500;76.718;5757.676;0.964;21.813;6478.56111834799;2758.64686296019;-13.2399997711182
777;Polyacrylamide/acrylate;37.31;0.00591965335303913;32.7185221817794;324.281;0.589;20.320;0.702;407.163;79.651;0.875;30.551;17.455;-9.400;29.633;984.000;90.995;4392.841;0.796;17.455;3940.034264217;-985.421916470463;-13.2399997711182
281;Polyethylene terephtalate (PET)   ;37.14;55.9462280273438;2117.68930708243;52697.926;0.939;259.031;0.493;58871.948;918.168;0.556;328.653;260.875;27.470;288.120;159907.000;1651.386;9100265.959;0.895;270.639;8414.31700982915;-3815.57510300728;-13.2399997711182
227;Polyacrylamide/acrylate    ;36.70;0.0784969994593561;72.3597539743214;551.343;0.648;26.495;0.555;725.512;105.781;0.705;42.622;24.197;-0.180;39.491;1673.000;150.074;9738.606;0.760;25.608;3922.23816912925;-1327.56619622217;-13.2399997711182
446;Polyacrylamide/acrylate;36.60;0.0238256582306154;79.5474686814377;330.377;0.389;20.510;0.556;429.903;86.558;0.747;36.740;14.271;-0.180;36.688;1002.500;115.918;4517.305;0.768;14.271;8824.77533201451;-511.242092519264;-13.2399997711182
183;Polyacrylamide/acrylate    ;36.55;0.389092616676965;100.330542229456;615.112;0.885;27.985;0.905;637.357;91.339;0.940;31.366;26.117;27.470;29.760;1866.500;97.188;11476.114;0.965;26.333;6527.93093052693;659.855777771832;-13.2399997711182
502;Polyvinyl Chloride (PVC);36.53;0.167265945720928;90.0319109551069;331.201;0.663;20.535;0.471;500.592;86.121;0.628;31.661;20.913;18.250;31.550;1005.000;137.084;4534.213;0.662;20.913;9630.76621921485;340.100133775685;-13.2399997711182
632;Polyvinyl Chloride (PVC);36.33;0.31195043814406;194.455956139449;339.770;0.852;20.799;0.365;539.644;86.643;0.483;29.852;24.559;18.250;28.836;1031.000;179.219;4711.301;0.630;24.559;4167.36502727351;4569.25602124358;-13.2399997711182
107;Polyethylene terephtalate (PET)   ;35.68;48.0876278301986;2068.94732297841;3338.378;0.906;65.196;0.813;3473.001;210.505;0.835;69.578;62.933;55.100;69.477;10130.000;251.993;145099.875;0.961;62.933;11052.1575559015;2388.37327161815;-13.2399997711182
519;Polyurethane (PU)   ;35.35;0.072900562439783;108.766470287824;506.853;0.940;25.404;0.856;535.689;83.299;0.894;28.497;24.997;18.250;26.589;1538.000;93.210;8583.954;0.946;24.997;10215.7410867769;4725.40240394906;-13.2399997711182
577;Polyvinyl Chloride (PVC);35.29;0;30.4720057674132;686.954;0.899;29.575;0.831;734.905;101.076;0.904;36.307;28.501;36.680;33.118;2084.500;111.801;13544.274;0.935;29.781;1462.93264151795;1861.95329757063;-13.2399997711182
80;Polyacrylamide/acrylate;35.12;2.78745361819024;264.124445692783;371.242;0.817;21.741;0.738;434.846;77.870;0.841;27.230;21.216;-0.180;25.977;1126.500;92.561;5380.835;0.854;21.216;5551.44197103421;-3254.7110739512;-13.2399997711182
414;Polyacrylamide/acrylate    ;35.09;0.0555011043599719;65.077588794698;528.274;0.745;25.935;0.304;852.226;107.965;0.403;38.184;28.879;-0.180;38.755;1603.000;268.033;9133.835;0.620;28.879;7387.31010299054;-1573.84118953339;-13.2399997711182
145;Polymethylmethacrylate (PMMA)    ;35.05;0;7.64031796289193;1139.926;0.640;38.097;0.849;1189.029;128.173;0.909;48.796;31.198;73.540;48.779;3459.000;141.004;28952.010;0.959;31.218;10867.3077940222;3301.14072934503;-13.2399997711182
453;Polyvinyl Chloride (PVC);35.05;4.01458891595017;245.658486783025;810.537;0.596;32.125;0.631;943.182;117.199;0.733;46.468;26.957;-0.180;45.697;2459.500;159.989;17358.936;0.859;27.237;3631.75997189038;-1601.39643354024;-13.2399997711182
459;Polyacrylamide/acrylate    ;34.65;4.9926144188275;448.061128754398;550.190;0.602;26.467;0.823;579.355;93.614;0.927;37.311;21.514;-0.180;35.722;1669.500;100.992;9708.061;0.950;21.514;2739.08487958516;-3968.2770802119;-13.2399997711182
397;Polyacrylamide/acrylate   ;34.50;0.305148618150972;169.325583204827;452.148;0.534;23.994;0.700;518.058;89.780;0.834;35.722;19.059;27.470;35.707;1372.000;107.626;7232.427;0.873;19.059;5477.96132034928;6200.18202589897;-13.2399997711182
629;Polymethylmethacrylate (PMMA)    ;33.89;0.119809475405287;86.0406324575797;557.440;0.521;26.641;0.396;1476.235;160.655;0.760;66.237;33.132;18.250;63.616;1691.500;211.424;9900.585;0.378;33.132;9168.64181451665;5762.16845970676;-13.2399997711182
474;Polycarbonate (PC) ;33.89;0.0898950898934945;121.846635158835;565.020;0.944;26.822;0.892;592.867;88.218;0.934;29.409;26.354;-9.400;27.920;1714.500;94.497;10103.204;0.953;26.354;6712.20662482274;1177.66473806721;-13.2399997711182
271;Polyacrylamide/acrylate   ;33.86;0.0630953791314092;113.518075140168;549.695;0.732;26.456;0.804;598.469;89.966;0.871;32.148;23.510;-0.180;32.148;1668.000;103.346;9694.981;0.919;23.537;9507.91575635099;563.41242374786;-13.2399997711182
296;Polyamide (PA)    ;33.70;21.1260438975316;1187.91690448014;6534.718;0.495;91.215;0.449;10126.358;422.406;0.661;173.657;86.092;18.250;173.913;19829.000;638.774;397378.248;0.645;86.092;1777.52167726281;-353.373507063357;-13.2399997711182
624;Polyacrylamide/acrylate    ;33.04;2.69992973593541;296.774582236446;565.184;0.891;26.826;0.797;621.373;93.107;0.881;35.686;23.418;-0.180;30.373;1715.000;105.724;10107.624;0.910;27.053;2042.16683324526;227.582887414384;-13.2399997711182
407;Polyethylene terephtalate (PET)   ;32.95;13.0635717969797;1004.22315868552;904.460;0.977;33.935;0.910;928.682;108.589;0.927;35.297;33.620;-0.180;34.427;2744.500;117.148;20461.983;0.974;33.620;7419.4578876652;2066.3213572881;-13.2399997711182
465;Polyethylene terephtalate (PET)   ;32.67;0;5.92256862036984;353.117;0.647;21.204;0.837;375.032;72.429;0.910;27.823;17.877;64.320;27.640;1071.500;79.572;4991.616;0.942;17.877;7120.36867667419;2017.52561269264;-13.2399997711182
13;Polyacrylamide/acrylate;32.28;0.844694163140918;128.285181040419;439.954;0.507;23.668;0.780;471.262;86.675;0.909;34.539;17.727;-0.180;34.947;1335.000;95.309;6941.843;0.934;17.727;1665.57849848499;1605.34508775685;-13.2399997711182
79;Polycarbonate (PC) ;32.05;5.73486937658397;429.193327916531;511.797;0.609;25.527;0.645;585.452;92.276;0.743;36.969;21.514;-9.400;35.316;1553.000;124.257;8709.838;0.874;21.514;1083.4739688403;-2087.05760916096;-13.2399997711182
214;Polyacrylamide/acrylate;31.99;0.784256554161256;142.921268452908;713.319;0.636;30.137;0.858;741.990;103.999;0.942;40.820;24.625;18.250;39.561;2164.500;110.374;14331.421;0.961;25.164;11367.3206592298;-1298.86281704837;-13.2399997711182
613;Polyacrylamide/acrylate   ;31.79;5.6793625655187;606.428904638214;324.281;0.472;20.320;0.572;439.295;84.244;0.754;34.098;16.508;9.030;34.976;984.000;111.662;4392.841;0.738;16.508;8754.16501924696;232.749495665667;-13.2399997711182
655;Polyvinyl Chloride (PVC);31.62;5.72194706402899;284.211194158559;483.126;0.614;24.802;0.822;523.166;86.848;0.916;32.605;20.025;9.030;32.605;1466.000;94.834;7988.290;0.923;20.025;5200.68667753036;1004.29632785745;-13.2399997711182
449;Polyvinyl Chloride (PVC);31.09;0.340978954816312;91.3936523764766;457.256;0.793;24.129;0.409;781.207;110.413;0.596;37.314;30.474;18.250;38.439;1387.500;185.329;7355.333;0.585;30.474;10508.5155543497;2030.72916711259;-13.2399997711182
721;Polyamide (PA)    ;31.06;0.0538183421935217;39.6326610575413;439.789;0.728;23.663;0.842;466.813;79.142;0.896;28.600;20.909;-0.180;28.716;1334.500;88.281;6937.943;0.942;20.909;6391.87691324311;946.31550192637;-13.2399997711182
328;Polyethylene terephtalate (PET)   ;30.92;51.0507581777291;1946.02360252401;23629.816;0.623;173.454;0.535;25116.597;592.868;0.582;228.479;141.155;45.900;226.443;71702.500;1018.886;2732463.182;0.941;141.155;11165.2488698463;2972.20000401327;-13.2399997711182
563;Polyamide (PA)    ;30.38;0.572159140742816;187.526568619879;1109.772;0.805;37.590;0.801;1177.495;128.181;0.870;44.422;34.794;27.470;43.243;3367.500;147.359;27810.851;0.942;34.794;5262.68597654577;2756.35059262628;-13.2399997711182
31;Polyacrylamide/acrylate   ;30.35;0.0430323623779951;77.35673432951;488.728;0.734;24.945;0.727;559.088;87.695;0.814;30.445;22.294;27.470;30.388;1483.000;107.742;8127.643;0.874;22.294;5986.58519930904;1586.40085750214;-13.2399997711182
244;Polyacrylamide/acrylate;30.26;1.12536858361784;170.265661817453;519.541;0.685;25.720;0.440;922.915;118.239;0.643;44.777;29.075;9.030;42.473;1576.500;183.787;8908.279;0.563;29.075;10436.1830388317;1367.68110819777;-13.2399997711182
349;Polyacrylamide/acrylate    ;30.01;0.0699870746193239;71.0932351488211;445.556;0.863;23.818;0.349;659.437;94.682;0.442;32.862;25.824;9.030;29.935;1352.000;214.335;7074.861;0.676;25.831;3823.49854477137;4045.13231752997;-13.2399997711182
434;Polyacrylamide/acrylate;29.93;0;24.0112412276281;1200.564;0.547;39.097;0.579;1483.815;151.187;0.713;57.637;31.033;-9.400;56.755;3643.000;212.121;31292.599;0.809;31.033;1222.3983240415;2024.98849127783;-13.2399997711182
322;Polycarbonate (PC) ;29.63;0.0198013469297189;48.5694732256933;492.847;0.710;25.050;0.811;542.116;87.607;0.903;30.850;22.006;-0.180;30.992;1495.500;96.991;8230.619;0.909;22.006;8478.03851159499;-1456.1573349208;-13.2399997711182
781;Polyacrylamide/acrylate;29.52;0.0736807242794906;67.8414733109461;336.145;0.927;20.688;0.788;372.396;71.195;0.863;23.537;20.702;-9.400;22.326;1020.000;82.483;4636.104;0.903;20.702;5922.8636975432;-3097.41655607877;-13.2399997711182
265;Polycarbonate (PC) ;29.33;0;16.3683422998832;2849.156;0.983;60.230;0.754;3009.319;198.035;0.790;71.184;57.315;45.900;61.570;8645.500;250.787;114403.166;0.947;60.502;5103.09518833943;5025.06568252354;-13.2399997711182
29;Polyacrylamide/acrylate;29.32;6.30952907695208;327.125345756797;555.298;0.964;26.590;0.519;723.700;106.099;0.659;36.456;31.842;9.030;33.019;1685.000;160.882;9843.572;0.767;31.842;8276.54078979491;829.20571489726;-13.2399997711182
110;Polyvinyl Chloride (PVC);29.29;0.0836709766541345;58.9342437212333;707.387;0.984;30.011;0.725;798.673;107.959;0.831;36.200;29.852;18.250;31.516;2146.500;129.974;14153.023;0.886;31.027;9480.93457992761;749.984388377568;-13.2399997711182
215;Polyacrylamide/acrylate    ;28.84;0.00695271019002388;47.6614534516117;862.442;0.785;33.138;0.798;935.932;112.803;0.865;40.185;29.857;27.470;38.014;2617.000;130.392;19052.785;0.921;29.857;3479.05799468576;2260.93026808647;-13.2399997711182
424;Polycarbonate (PC) ;28.53;0.00268157877167812;6.29452177155114;468.296;0.457;24.418;0.305;1520.560;176.220;0.700;70.542;32.456;55.100;71.017;1421.000;251.782;7623.317;0.308;32.456;5576.12687712368;6127.84951038099;-13.2399997711182
683;Polyacrylamide/acrylate    ;28.51;0;42.9736315443433;611.651;0.786;27.907;0.870;642.630;93.945;0.932;35.316;23.965;36.680;31.841;1856.000;100.771;11379.412;0.952;25.042;2960.6749668069;3648.45161734803;-13.2399997711182
658;Polyamide (PA)    ;28.38;0.122443846019919;101.90315295672;17029.352;0.390;147.250;0.415;25851.667;675.323;0.606;281.338;109.120;27.470;279.471;51674.000;1115.089;1671710.202;0.659;109.120;962.345708726855;3649.02568493151;-13.2399997711182
659;Polycarbonate (PC) ;28.18;0.0108908481955848;50.2516138112577;84850.328;0.350;328.686;0.181;360236.183;2767.395;0.485;1176.006;415.348;55.100;1185.804;257470.500;5702.849;18592769.538;0.236;415.348;7457.34634817462;5653.09561884632;-13.2399997711182
765;Polyacrylamide/acrylate;27.44;0.109730452059421;31.2915255671851;318.843;0.418;20.149;0.706;370.583;79.696;0.889;32.722;14.015;-9.400;33.561;967.500;89.626;4282.815;0.860;14.015;2456.64362851495;-1967.07748421447;-13.2399997711182
126;Polycarbonate (PC) ;27.39;3.54107019664775;645.709469138138;1583.175;0.220;44.897;0.424;2230.419;256.966;0.772;95.869;26.707;-0.180;121.273;4804.000;333.015;47386.799;0.710;26.707;4328.1039506468;4279.92595917166;-13.2399997711182
575;Polyethylene naphtalate (PEN)   ;27.00;0;4.54603672794618;386.072;0.811;22.171;0.334;640.817;93.379;0.447;32.722;25.698;64.320;32.164;1171.500;208.734;5706.454;0.602;26.083;7123.23901459157;-4212.82987077269;-13.2399997711182
102;Polyacrylamide/acrylate    ;26.96;0.00563466580879273;25.4384090638352;679.869;0.593;29.422;0.672;797.849;109.544;0.797;42.361;24.817;36.680;41.826;2063.000;137.478;13335.267;0.852;24.817;2761.47351534072;1516.93867990154;-13.2399997711182
230;Polyacrylamide/acrylate;26.81;0;39.8977796948308;676.574;0.725;29.350;0.633;805.923;108.268;0.743;41.333;27.555;27.470;38.540;2053.000;145.678;13238.424;0.840;27.934;8980.34764713652;-263.24489645762;-13.2399997711182
135;Polycarbonate (PC) ;26.43;0;7.81766190925169;1090.493;0.914;37.262;0.890;1131.687;121.756;0.926;40.846;35.429;36.680;38.756;3309.000;131.540;27089.315;0.964;35.432;5341.90730306546;-2150.7791109268;-13.2399997711182
720;Polycarbonate (PC) ;26.42;0.484972301820648;334.01059088822;870.351;0.196;33.289;0.364;1958.372;238.075;0.828;107.165;21.849;27.470;111.232;2641.000;287.633;19315.479;0.444;21.854;8462.53868684114;-914.811603702911;-13.2399997711182
448;Polyamide (PA)    ;26.37;1.55968326026569;245.65462945933;2879.145;0.423;60.546;0.717;3102.582;225.984;0.852;95.212;40.250;-0.180;95.239;8736.500;265.122;116214.172;0.928;40.250;8963.12561963224;2879.20105549015;-13.2399997711182
375;Polycarbonate (PC) ;26.31;0;17.5793830523862;365.145;0.532;21.562;0.362;646.419;101.362;0.542;39.781;21.009;18.250;39.494;1108.000;187.059;5248.830;0.565;21.009;5516.42384844217;-1524.47137735445;-13.2399997711182
347;Polyethylene terephtalate (PET)   ;26.19;52.0981188408491;2156.75236629865;50541.327;0.700;253.675;0.624;56880.785;894.010;0.700;317.421;221.644;73.540;316.428;153363.000;1277.744;8547394.807;0.889;221.644;9842.02308993403;3930.89286841824;-13.2399997711182
633;Polycarbonate (PC) ;26.07;0.237456252683583;98.1844415127752;740.342;0.961;30.702;0.890;769.178;100.521;0.928;33.947;29.277;-0.180;31.827;2246.500;108.357;15153.484;0.963;30.572;11937.943837205;209.212724743151;-13.2399997711182
356;Polycarbonate (PC) ;25.87;0;8.41898276403187;727.160;0.675;30.428;0.889;754.348;100.998;0.940;37.226;25.403;18.250;37.614;2206.500;107.487;14750.569;0.964;25.403;830.310164527369;-3798.92714308647;-13.2399997711182
645;Polyacrylamide/acrylate;25.42;0.0673014868360422;101.529293765971;315.712;0.511;20.049;0.801;340.264;73.724;0.937;30.445;15.385;27.470;30.081;958.000;78.678;4219.890;0.928;15.385;2959.52683163995;5721.40966127997;-13.2399997711182
539;Polyethylene terephtalate (PET)   ;25.03;0;4.52458098874335;427.101;0.265;23.320;0.550;569.139;117.484;0.883;53.388;14.337;64.320;54.024;1296.000;133.082;6639.882;0.750;14.337;4700.09974473926;-4153.12684209118;-13.2399997711182
681;Polyacrylamide/acrylate    ;24.98;0.0373095596763468;36.9935831473916;487.080;0.585;24.903;0.328;1233.684;152.069;0.637;58.048;33.193;-0.180;56.924;1478.000;238.576;8086.573;0.395;33.300;4041.64422649226;142.620885059931;-13.2399997711182
623;Polyvinyl Chloride (PVC);24.98;0.131573715414502;95.6051218477714;702.608;0.759;29.910;0.844;745.121;100.735;0.905;35.316;26.791;18.250;35.316;2132.000;111.268;14009.856;0.943;26.791;3332.67076089937;-2821.2900484268;-13.2399997711182
345;Polyvinyl Chloride (PVC);24.93;0.00684195101740533;49.1767296471481;672.454;0.693;29.261;0.741;769.343;105.612;0.851;38.439;24.915;36.680;36.500;2040.500;124.036;13117.702;0.874;25.286;6074.41753958087;1275.83029484161;-13.2399997711182
320;Polycarbonate (PC) ;24.35;0;7.52321375215341;503.228;0.145;25.313;0.226;2129.575;287.988;0.819;137.609;19.988;45.900;137.518;1527.000;351.467;8492.028;0.236;19.988;5103.09518833943;4931.49266641695;-13.2399997711182
483;Polycarbonate (PC) ;24.27;0.0247736462958696;21.2164497273218;453.301;0.602;24.024;0.732;508.007;85.868;0.833;33.870;19.768;-9.400;32.862;1375.500;103.091;7260.119;0.892;19.768;10459.1457421708;2855.66428456764;-13.2399997711182
336;Polyacrylamide/acrylate    ;24.02;2.91415965716896;266.793439072514;416.061;0.695;23.016;0.867;435.176;76.777;0.920;27.984;19.484;-0.180;28.040;1262.500;83.410;6384.104;0.956;19.484;3444.03987209372;-360.836385648545;-13.2399997711182
344;Polyurethane (PU);23.87;0.504047751746293;121.023844578311;336.639;0.884;20.703;0.633;426.772;77.468;0.753;28.683;21.470;9.030;24.679;1021.500;102.813;4646.334;0.789;21.813;5867.17914194603;3034.77337061216;-13.2399997711182
708;Polycarbonate (PC) ;23.74;5.04448755177352;340.42384763825;1127.897;0.649;37.896;0.564;1350.016;145.612;0.690;54.940;35.880;36.680;55.305;3422.500;211.112;28494.960;0.835;35.880;4661.63721664637;5626.68851000642;-13.2399997711182
33;Polyvinyl Chloride (PVC);23.57;0.165874041437144;116.656432000945;379.811;0.779;21.991;0.500;523.990;90.446;0.655;34.504;22.618;9.030;31.321;1152.500;138.093;5568.193;0.725;24.389;9734.09838424054;-1065.21731057363;-13.2399997711182
732;Polyacrylamide/acrylate;23.21;0;31.2806865293283;692.392;0.769;29.691;0.830;730.785;102.373;0.911;36.740;26.818;36.680;35.577;2101.000;112.334;13705.407;0.947;27.358;9930.42949778934;1710.97352311644;-13.2399997711182
365;Polyvinyl Chloride (PVC);23.18;0;31.0893662480822;626.976;0.997;28.254;0.763;668.170;94.874;0.815;34.504;26.710;27.470;29.157;1902.500;116.394;11809.727;0.938;29.060;6682.92917806546;-2458.47933566995;-13.2399997711182
680;Polyvinyl Chloride (PVC);23.13;0.329942595862831;57.8554406664646;853.379;0.609;32.963;0.827;915.829;115.533;0.922;44.158;26.914;36.680;44.169;2589.500;125.266;18753.259;0.932;26.914;9654.30299013737;2642.68521109803;-13.2399997711182
635;Polyether sulphone (PES);22.99;0.0529309392934191;78.7216292066804;618.572;0.509;28.064;0.579;805.759;115.541;0.758;46.810;23.544;9.030;46.276;1877.000;152.370;11573.089;0.768;23.544;2183.96152636384;-779.331654002569;-13.2399997711182
756;Polyamide (PA)    ;22.83;0.0174582637347101;82.4941620813937;848.930;0.600;32.877;0.849;880.402;110.888;0.912;43.055;25.811;-0.180;43.055;2576.000;121.601;18606.799;0.964;25.833;8420.05768566391;2560.01947907748;-13.2399997711182
276;Polyether sulphone (PES)   ;22.81;1.06146776132865;303.863185401896;384.259;0.543;22.119;0.694;465.165;84.987;0.849;31.574;16.949;27.470;31.191;1166.000;100.099;5666.315;0.826;16.949;7057.22124249183;6420.04991037029;-13.2399997711182
750;Polyethylene terephtalate (PET)   ;22.67;0;11.2609114046071;735.234;0.889;30.596;0.579;896.386;111.367;0.671;41.237;29.381;45.900;35.133;2231.000;166.066;14996.925;0.820;31.241;2904.99041120973;-3042.88013564854;-13.2399997711182
