"match_id","ldir_idx","ftir_idx","match_distance","match_score","ldir_particle_id","ldir_x_um","ldir_y_um","ldir_area_um2","ldir_major_um","ldir_minor_um","ldir_feret_min_um","ldir_feret_max_um","ldir_material","ldir_quality","ldir_source_file","ldir_diameter_um","ldir_aspect_ratio","ldir_coord_match_cost","ldir_coord_source","ldir_x_norm","ldir_y_norm","ldir_x_aligned","ldir_y_aligned","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","n_ref_candidates","next_best_distance","ambiguity_score","ambiguity_flag"
11,120,174,78.2283760268116,78.6099816523479,"A120",4389.30555555556,6475.625,1175,69,25,25,69,"Cellulosic",0.955462782980767,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.6788891394752,0.35483870191084,1.04715894180812,"image",-1239.11822130196,415.622004821315,1280.80077980121,1337.631417659,"MP_-1",5700,3100,3125,80.9,49.2,50,80.9,"Protein",0.716,"Comparstic Spotlight F2Ba Au 240926.csv",1244.61507410088,1406.9875530672,1244.61507410088,1406.9875530672,0,333.696983041804,0.234429377556019,FALSE
12,127,165,63.3094588561341,63.432009411084,"A127",3146.44607843137,4181.34803921569,1137.5,40,35,35,40,"Polyamide (naturally occurring)",0.932803804108519,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.0566680377598,0.875,0.948475738683016,"image",-2481.97769842614,-1878.654955963,1413.27833349134,-1131.98283024984,"MP_-1",5400,5650,1250,50,31.8,25,50,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",1353.53204282566,-1152.92246568956,1353.53204282566,-1152.92246568956,0,386.636471529367,0.163744146033894,FALSE
13,144,192,77.8395535855997,78.5611082654419,"A144",3730.37280701754,3108.88157894737,987.5,50,25,25,50,"Polyamide (naturally occurring)",0.900482979042572,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",35.4587654949516,2,1.08954125218596,"image",-1898.05096983997,-2951.12141623132,477.595962572547,-1813.24928572241,"MP_-1",6300,6400,5000,104.1,61.2,50,104.1,"Cellulose",0.746,"Comparstic Spotlight F2Ba Au 240926.csv",402.136195099216,-1832.34953690601,402.136195099216,-1832.34953690601,0,574.109454035034,0.135583124504425,FALSE
14,190,254,77.1390352416857,77.7992194128711,"A191",6522.20833333333,5153.95833333333,750,32,32,32,32,"Carbonate",0.640328729755508,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.9019361618552,1.00000014985548,1.63908138813264,"image",893.784556475822,-906.044661845351,-1082.62469189537,1072.11734168535,"MP_-1",7950,3550,2500,75,42.4,55,75,"Protein",0.763,"Comparstic Spotlight F2Ba Au 240926.csv",-1027.9079926305,1126.49117343902,-1027.9079926305,1126.49117343902,0,262.548567798571,0.29380863086965,FALSE
15,191,106,29.0945007058762,29.3805508761876,"A192",2991.625,7422.45833333333,750,35,30,30,35,"Polyamide (naturally occurring)",0.971536211064836,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.9019361618552,0.857142857142857,1.5942753087878,"image",-2636.79877685751,1362.45533815465,2862.34151198637,1580.77621373904,"MP_-1",4125,2800,1250,50,31.8,25,50,"Protein",0.747,"Comparstic Spotlight F2Ba Au 240926.csv",2834.26578341722,1588.40795250785,2834.26578341722,1588.40795250785,1,205.13274638147,0.141832550965663,FALSE
16,210,119,63.5354981591992,64.4682952660831,"A212",2232.52192982456,4662.03947368421,700,36,28,28,36,"Polyamide (naturally occurring)",0.930803105523634,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.8541066072092,1.30000010315565,1.59788944740385,"image",-3395.90184703295,-1397.96352149447,2391.19857789308,-1091.54333282362,"MP_-1",4350,5450,5000,104.1,61.2,80,104.1,"Protein",0.859,"Comparstic Spotlight F2Ba Au 240926.csv",2413.29918236989,-1031.97553272913,2413.29918236989,-1031.97553272913,0,532.662262354953,0.119279142994479,FALSE
17,218,300,69.0571869035062,69.929614347303,"A224",6429.04166666667,365.083333333333,675,42,22,22,42,"Rubber",0.805345164262843,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,0.526315765845089,1.60847504604865,"image",800.617889809157,-5694.91966184535,-2947.98656158742,-3066.85494617212,"MP_18",9500,7925,5000,95.7,66.5,75,95.7,"PET",0.816,"Comparstic Spotlight F2Ba Au 240926.csv",-2895.70741726085,-3111.97463291202,-2895.70741726085,-3111.97463291202,0,105.758150268965,0.652972718678221,FALSE
18,220,127,29.0192705956147,29.8853207791828,"A229",3142.08333333333,6438.75,662.5,30,25,25,30,"Rubber",0.70451537726586,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,0.833333333333333,1.36462038127896,"image",-2486.34044352418,378.747004821315,2333.92763146362,799.454560291203,"MP_-1",4550,3650,4375,80.9,68.9,75,80.9,"Protein",0.842,"Comparstic Spotlight F2Ba Au 240926.csv",2348.12411919089,774.144921769272,2348.12411919089,774.144921769272,1,126.526684045222,0.229352968621566,FALSE
19,232,193,35.5597100510123,36.1205557579076,"A247",5162.68518518519,6607.12962962963,625,30,25,25,30,"Polyamide (naturally occurring)",0.95757956575154,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,1.2,1.74831168983756,"image",-465.738591672326,547.126634450946,671.903243039416,1764.38213541866,"MP_-1",6300,2750,1875,60.4,39.6,30,60.4,"Protein",0.69,"Comparstic Spotlight F2Ba Au 240926.csv",673.559294702215,1799.90326253764,673.559294702215,1799.90326253764,1,357.048317719908,0.0995935515901456,FALSE
20,238,249,58.7220579813017,59.5757361158117,"A257",6692.04545454545,5725.41666666667,612.5,30,25,25,30,"Polyethylene terephthalate",0.724431794959143,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,0.833333333333333,1.96918509261723,"image",1063.62167768794,-334.586328512018,-995.955632854915,1630.49132888805,"MP_14",7900,3025,3750,80.9,59,75,80.9,"PET",0.746,"Comparstic Spotlight F2Ba Au 240926.csv",-939.110796119881,1645.22036925484,-939.110796119881,1645.22036925484,0,319.565265492824,0.183756072146146,FALSE
21,249,198,21.5204974998517,23.0040233482207,"A283",3268.79901960784,1111.05392156863,575,30,25,25,30,"Polyamide (naturally occurring)",0.96630679112058,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.2,1.83342640276485,"image",-2359.62475724967,-4948.94907361006,61.4026757066324,-3711.64507004814,"MP_-1",6500,8325,11250,183.1,78.2,117.5,183.1,"Cellulose",0.85,"Comparstic Spotlight F2Ba Au 240926.csv",59.9608453390782,-3733.11721334667,59.9608453390782,-3733.11721334667,1,544.763860332823,0.0395042679349247,FALSE
22,253,231,59.6400542103714,60.0721876366813,"A290",5110.74275362319,3107.98913043478,562.5,56,19,19,56,"Polypropylene",0.950282962175133,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,2.97297285290685,1.94594437455114,"image",-517.681023234322,-2952.0138647439,-704.897263732828,-1253.33394087506,"MP_-1",7475,5850,1875,60.4,39.6,50,60.4,"Protein",0.685,"Comparstic Spotlight F2Ba Au 240926.csv",-726.2512938226,-1197.64784328203,-726.2512938226,-1197.64784328203,0,565.128381842657,0.105533638243242,FALSE
23,260,154,26.6868183256535,27.4803673878046,"A305",1383.05555555556,245.555555555556,550,30,25,25,30,"Polyethylene terephthalate",0.9346571516977,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1.2,1.87614506134744,"image",-4245.36822130196,-5814.44743962313,1324.77993454809,-5218.79912061887,"MP_-1",5150,9725,2500,80.9,39.3,50,80.9,"Protein",0.781,"Comparstic Spotlight F2Ba Au 240926.csv",1299.2893219979,-5226.69943353438,1299.2893219979,-5226.69943353438,1,178.168277672246,0.14978434250089,FALSE
