"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file","x_norm","y_norm","x_aligned","y_aligned"
"MP_-1",6200,2150,2500,60.4,52.7,50,60.4,"Protein",0.728,"Comparstic Spotlight F2Ba Au 240926.csv",-473,-2845,817.690565854589,2389.54966519678
"MP_-1",6225,9000,2500,75,42.4,55,75,"Protein",0.757,"Comparstic Spotlight F2Ba Au 240926.csv",-448,4005,283.429044685647,-4425.28488239195
"MP_-1",6300,2750,1875,60.4,39.6,30,60.4,"Protein",0.69,"Comparstic Spotlight F2Ba Au 240926.csv",-373,-2245,673.559294702215,1799.90326253764
"MP_-1",6325,2375,1875,60.4,39.6,50,60.4,"Protein",0.713,"Comparstic Spotlight F2Ba Au 240926.csv",-348,-2620,676.566785761129,2174.93898234077
"MP_-1",6800,7450,1875,60.4,39.6,30,60.4,"Protein",0.748,"Comparstic Spotlight F2Ba Au 240926.csv",127,2455,-173.513299230913,-2840.06293132089
"MP_-1",7000,7800,2500,60.4,52.7,50,60.4,"Protein",0.807,"Comparstic Spotlight F2Ba Au 240926.csv",327,2805,-398.56772245003,-3173.48864635779
"MP_-1",8000,2175,35625,543.7,83.4,130,543.7,"Cellulose",0.878,"Comparstic Spotlight F2Ba Au 240926.csv",1327,-2820,-975.416452361474,2498.52370884043
"MP_-1",8075,5075,3750,80.9,59,55,80.9,"Protein",0.911,"Comparstic Spotlight F2Ba Au 240926.csv",1402,80,-1265.70301367845,-381.798588670896
"MP_-1",8225,4650,625,31.8,25,25,31.8,"Protein",0.688,"Comparstic Spotlight F2Ba Au 240926.csv",1552,-345,-1383.36961712647,52.2893304260892
"MP_-1",8675,8750,3125,80.9,49.2,50,80.9,"Protein",0.768,"Comparstic Spotlight F2Ba Au 240926.csv",2002,3755,-2136.06782757084,-3994.31233612119
"MP_-1",8750,10650,1875,60.4,39.6,30,60.4,"Protein",0.72,"Comparstic Spotlight F2Ba Au 240926.csv",2077,5655,-2351.9918958459,-5879.49688036029
"MP_-1",9125,10575,1875,60.4,39.6,30,60.4,"Protein",0.756,"Comparstic Spotlight F2Ba Au 240926.csv",2452,5580,-2719.59136634484,-5776.97561397415
"MP_17",9425,4325,91875,638.7,183.1,252.5,638.7,"PET",0.959,"Comparstic Spotlight F2Ba Au 240926.csv",2752,-670,-2553.36711081453,464.944091889865
"MP_-1",9425,8150,18125,258.2,89.4,142.5,258.2,"Cellulose",0.901,"Comparstic Spotlight F2Ba Au 240926.csv",2752,3155,-2837.80364669986,-3341.45781437642
"MP_-1",9450,7875,9375,226.6,52.7,75,226.6,"Cellulose",0.754,"Comparstic Spotlight F2Ba Au 240926.csv",2777,2880,-2842.23240494514,-3065.93586990051
"MP_-1",10050,4200,1250,50,31.8,25,50,"Protein",0.741,"Comparstic Spotlight F2Ba Au 240926.csv",3377,-795,-3166.03289497943,635.812869200093
"MP_-1",10050,5975,625,31.8,25,25,31.8,"Protein",0.694,"Comparstic Spotlight F2Ba Au 240926.csv",3377,980,-3298.02632012883,-1130.55664285812
"MP_-1",10300,6025,625,31.8,25,25,31.8,"Protein",0.673,"Comparstic Spotlight F2Ba Au 240926.csv",3627,1030,-3550.52888309899,-1161.72290726125
"MP_-1",10450,6000,2500,60.4,52.7,50,60.4,"Protein",0.742,"Comparstic Spotlight F2Ba Au 240926.csv",3777,1005,-3697.94048376377,-1125.69008947316
"MP_-1",11175,2475,32500,326,126.9,215,326,"Cellulose",0.893,"Comparstic Spotlight F2Ba Au 240926.csv",4502,-2520,-4157.28756691338,2436.08329826685
"MP_-1",11850,7300,10000,136.8,93.1,100,136.8,"Protein",0.959,"Comparstic Spotlight F2Ba Au 240926.csv",5177,2305,-5187.80457929939,-2315.26167846837
